"ADRESSE_POSTALE_TEXT","TEXT_1","IMAGE_1/_title","SITE_INTERNET_LINK","shop_name","IMAGE_1","TEXT_3","SITE_INTERNET_LINK/_text","IMAGE_1/_alt","TEXT_4"
"81 Route De Blagnac,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2374.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31200 Toulouse","Site Internet","Petit-Casino","Tel. 05 34 43 79 15 -"
"Impasse Maubec 20","Lidl Toulouse","Lidl","http://www.lidl.fr/","Lidl Toulouse","http://images.grandes-enseignes.com/Lidl.png","31300 Toulouse","Site Internet","Lidl",NA
"Route De Toulouse 23","Lidl Leguevin","Lidl","http://www.lidl.fr/","Lidl Leguevin","http://images.grandes-enseignes.com/Lidl.png","31490 Leguevin","Site Internet","Lidl",NA
"55 Route De Blagnac,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2385.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31200 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 57 20 61 -"
"1 R Marguerite Duras,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2373.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31200 Toulouse","Site Internet","Petit-Casino","Tel. 05 34 40 70 26 -"
"25 Bd Silvio Trentin","Leader Price TOULOUSE LES MINIMES","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=7968&ville=toulouse&cp=31200","Leader Price TOULOUSE LES MINIMES","http://images.grandes-enseignes.com/Leader-Price.png","31200 TOULOUSE LES MINIMES","Site Internet","Leader-Price","Tel. 05 62 72 37 47 -"
"8 Chemin Des Isards,","VIVAL Toulouse","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-10752.html","VIVAL Toulouse","http://images.grandes-enseignes.com/Vival.png","31200 Toulouse","Site Internet","Vival","Tel. 05 61 47 95 38 -"
"178 Av. des Minimes","Casino TOULOUSE LES MINIMES","Casino","http://www.supercasino.fr/-toulouse-les-minimes-.html","Casino TOULOUSE LES MINIMES","http://images.grandes-enseignes.com/Casino.png","31200 TOULOUSE","Site Internet","Casino",NA
"Avenue Des Minimes 105","Lidl Toulouse","Lidl","http://www.lidl.fr/","Lidl Toulouse","http://images.grandes-enseignes.com/Lidl.png","31200 Toulouse","Site Internet","Lidl",NA
"Place De La Bascule,","PETIT CASINO Leguevin","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2041.html","PETIT CASINO Leguevin","http://images.grandes-enseignes.com/Petit-Casino.png","31490 Leguevin","Site Internet","Petit-Casino","Tel. 05 61 06 81 91 -"
"Rue Du Midi","Super U","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","Super U","http://images.grandes-enseignes.com/Magasins-U.png","31490 Leguevin","Site Internet","Magasins-U","Tel. 05 61 86 51 64 -"
"81 avenue des Minimes","Carrefour City TOULOUSE MINIMES","Carrefour-City","http://www.carrefour.fr/magasin/city-toulouse-minimes","Carrefour City TOULOUSE MINIMES","http://images.grandes-enseignes.com/Carrefour-City.png","31200 TOULOUSE","Site Internet","Carrefour-City","Tel. 05 61 47 59 86 -"
"48 Avenue Des Minimes,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2377.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31200 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 13 30 25 -"
"17 Av Des Minimes,","SPAR Toulouse","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-1181.html","SPAR Toulouse","http://images.grandes-enseignes.com/Spar.png","31200 Toulouse","Site Internet","Spar","Tel. 05 61 22 79 06 -"
"39 Rue Negreneys,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2376.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31200 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 13 01 89 -"
"13 Avenue Paul Sejourne,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2375.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 13 77 29 -"
"C.C. COMPANS CAFFARELLI3 Esplanade Compans Cafarelli","Carrefour Market Toulouse Compans","Carrefour-Market","http://www.carrefour.fr/magasin/market-toulouse-compans","Carrefour Market Toulouse Compans","http://images.grandes-enseignes.com/Carrefour-Market.png","31000 TOULOUSE Compans","Site Internet","Carrefour-Market","Tel. 05 61 22 47 60 -"
"10 Av Paul Sejourne,","SPAR Toulouse","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-2379.html","SPAR Toulouse","http://images.grandes-enseignes.com/Spar.png","31000 Toulouse","Site Internet","Spar","Tel. 05 34 44 12 05 -"
"37 bis avenue Honoré Serres","Casino TOULOUSE HONORE SERRES","Casino","http://www.supercasino.fr/-toulouse-honore-serres-.html","Casino TOULOUSE HONORE SERRES","http://images.grandes-enseignes.com/Casino.png","31000 TOULOUSE","Site Internet","Casino",NA
"12 avenue Maréchal Leclerc","Carrefour City Toulouse Leclerc","Carrefour-City","http://www.carrefour.fr/magasin/city-toulouse-leclerc","Carrefour City Toulouse Leclerc","http://images.grandes-enseignes.com/Carrefour-City.png","31000 Toulouse","Site Internet","Carrefour-City","Tel. 05 34 44 15 81 -"
"3 Boulevard Lascrosses,","CASINO SHOPPING Toulouse","Casino-Shopping","http://annuaire.casino-proximite.fr/c/c/magasin-4570.html","CASINO SHOPPING Toulouse","http://images.grandes-enseignes.com/Casino-Shopping.png","31000 Toulouse","Site Internet","Casino-Shopping","Tel. 05 62 27 19 32 -"
"1 Place Arnaud Bernard","Carrefour City TOULOUSE A BERNARD","Carrefour-City","http://www.carrefour.fr/magasin/city-toulouse-a-bernard","Carrefour City TOULOUSE A BERNARD","http://images.grandes-enseignes.com/Carrefour-City.png","31000 TOULOUSE","Site Internet","Carrefour-City","Tel. 05 61 22 17 18 -"
"41,43 AVENUE DE LOMBEZ","Carrefour Market Toulouse Lombez (Mirail)","Carrefour-Market","http://www.carrefour.fr/magasin/market-toulouse-lombez-mirail-","Carrefour Market Toulouse Lombez (Mirail)","http://images.grandes-enseignes.com/Carrefour-Market.png","31300 TOULOUSE Lombez (Mirail)","Site Internet","Carrefour-Market","Tel. 05 62 48 50 70 -"
"16 Allee De Barcelone,","CASINO SHOP Toulouse","Casino-Shop","http://annuaire.casino-proximite.fr/c/c/magasin-4615.html","CASINO SHOP Toulouse","http://images.grandes-enseignes.com/Casino-Shop.png","31000 Toulouse","Site Internet","Casino-Shop","Tel. 05 61 21 23 08 -"
"49 rue de la Concorde","Carrefour Carrefour Express Toulouse concorde","Carrefour-Express","http://www.carrefour.fr/magasin/express-toulouse-concorde","Carrefour Carrefour Express Toulouse concorde","http://images.grandes-enseignes.com/Carrefour-Express.png","31000 Toulouse","Site Internet","Carrefour-Express","Tel. 05 61 63 03 83 -"
"79 Bd De Strasbourg,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2364.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 13 76 44 -"
"12 Place Patte D Oie,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2452.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31300 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 42 08 58 -"
"9 Place De La Patte D'oie,","SPAR Toulouse","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-1170.html","SPAR Toulouse","http://images.grandes-enseignes.com/Spar.png","31300 Toulouse","Site Internet","Spar","Tel. 05 34 56 57 14 -"
"Avenue Etienne Billières 41","Lidl Toulouse","Lidl","http://www.lidl.fr/","Lidl Toulouse","http://images.grandes-enseignes.com/Lidl.png","31300 Toulouse","Site Internet","Lidl",NA
"3 - 5 rue Villeneuve","INTERMARCHE EXPRESS Toulouse","Intermarche","http://www.intermarche.com/magasin_accueil/sa-apicius-toulouse-31000","INTERMARCHE EXPRESS Toulouse","http://images.grandes-enseignes.com/Intermarche.png","31000 Toulouse","Site Internet","Intermarche","Tel. 05 61 42 03 47 -"
"33 35 Rue Matabiau,","SPAR Toulouse","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-4314.html","SPAR Toulouse","http://images.grandes-enseignes.com/Spar.png","31000 Toulouse","Site Internet","Spar","Tel. 05 34 26 35 44 -"
"46 Rue Matabiau,","CASINO SHOPPING Toulouse","Casino-Shopping","http://annuaire.casino-proximite.fr/c/c/magasin-4637.html","CASINO SHOPPING Toulouse","http://images.grandes-enseignes.com/Casino-Shopping.png","31000 Toulouse","Site Internet","Casino-Shopping","Tel. 05 61 34 47 80 -"
"4 boulevard de Strasbourg","INTERMARCHE EXPRESS Toulouse","Intermarche","http://www.intermarche.com/magasin_accueil/sas-anadine-toulouse-31000","INTERMARCHE EXPRESS Toulouse","http://images.grandes-enseignes.com/Intermarche.png","31000 Toulouse","Site Internet","Intermarche","Tel. 05 34 43 35 33 -"
"79 Rue Pargaminieres,","VIVAL Toulouse","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-2529.html","VIVAL Toulouse","http://images.grandes-enseignes.com/Vival.png","31000 Toulouse","Site Internet","Vival","Tel. 05 62 89 40 39 -"
"33 Rue Du Taur,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2367.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 13 76 69 -"
"2-4 Rue Du Pont St Pierre,","CASINO SHOP Toulouse","Casino-Shop","http://annuaire.casino-proximite.fr/c/c/magasin-4383.html","CASINO SHOP Toulouse","http://images.grandes-enseignes.com/Casino-Shop.png","31300 Toulouse","Site Internet","Casino-Shop","Tel. 05 61 42 55 03 -"
"11 Rue Des Blanchers,","VIVAL Toulouse","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-10870.html","VIVAL Toulouse","http://images.grandes-enseignes.com/Vival.png","31000 Toulouse","Site Internet","Vival",NA
"35-37 rue de Varsovie","Carrefour City Toulouse St Cyprien","Carrefour-City","http://www.carrefour.fr/magasin/city-toulouse-st-cyprien","Carrefour City Toulouse St Cyprien","http://images.grandes-enseignes.com/Carrefour-City.png","31300 Toulouse","Site Internet","Carrefour-City","Tel. 05 61 42 90 04 -"
"56 Rue De La Republique,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2450.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31300 Toulouse","Site Internet","Petit-Casino","Tel. 05 34 56 59 23 -"
"1 Place Victor Hugo","Monoprix TOULOUSE MARCHE","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-toulouse-marche-toulouse-2058.html","Monoprix TOULOUSE MARCHE","http://images.grandes-enseignes.com/Monoprix.png","31000 TOULOUSE","Site Internet","Monoprix","Tel. 05 62 89 87 60 -"
"39 Rue Gambetta,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2369.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 12 01 61 -"
"2 Place Auguste Albert,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-4309.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31500 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 17 06 65 -"
"8 place Laganne","Carrefour City Toulouse Laganne","Carrefour-City","http://www.carrefour.fr/magasin/city-toulouse-laganne","Carrefour City Toulouse Laganne","http://images.grandes-enseignes.com/Carrefour-City.png","31300 TOULOUSE","Site Internet","Carrefour-City","Tel. 05 34 51 11 22 -"
"6 Rue Ste Ursule,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2370.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 21 07 05 -"
"4/8 Rue Lapeyrouse","Monoprix TOULOUSE LAPEYROUSE","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-toulouse-lapeyrouse-toulouse-532.html","Monoprix TOULOUSE LAPEYROUSE","http://images.grandes-enseignes.com/Monoprix.png","31018 TOULOUSE","Site Internet","Monoprix","Tel. 05 34 45 98 98 -"
"39 rue Alsace Lorraine","Monoprix TOULOUSE","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-toulouse-toulouse-165.html","Monoprix TOULOUSE","http://images.grandes-enseignes.com/Monoprix.png","31000 TOULOUSE","Site Internet","Monoprix","Tel. 05 34 44 17 30 -"
"12-14 Place Du Pont Neuf,","SPAR Toulouse","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-2466.html","SPAR Toulouse","http://images.grandes-enseignes.com/Spar.png","31000 Toulouse","Site Internet","Spar","Tel. 05 61 00 55 40 -"
"5 Rue Des Changes,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2445.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 52 06 71 -"
"4 Place Esquirol","Monoprix TOULOUSE ESQUIROL","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-toulouse-esquirol-toulouse-2052.html","Monoprix TOULOUSE ESQUIROL","http://images.grandes-enseignes.com/Monoprix.png","31000 TOULOUSE","Site Internet","Monoprix","Tel. 05 61 29 11 00 -"
"13 Rue Des Filatiers,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2446.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 52 34 16 -"
"34 Place Mage,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-1188.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 52 00 76 -"
"50 Rue Boulbonne,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2392.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 13 74 34 -"
"7 Rue Des Pretres,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2447.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 52 26 66 -"
"8 Rue Pharaon,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2448.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 52 01 96 -"
"10 Rue Ozenne,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-1189.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 52 78 42 -"
"3 Place Du Parlement,","VIVAL Toulouse","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1607.html","VIVAL Toulouse","http://images.grandes-enseignes.com/Vival.png","31000 Toulouse","Site Internet","Vival","Tel. 09 71 51 47 77 -"
"Rue Albert Bedouce,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-1203.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31400 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 52 26 23 -"
"74 / 76 Avenue Jules Julien,","SPAR Toulouse","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-2462.html","SPAR Toulouse","http://images.grandes-enseignes.com/Spar.png","31400 Toulouse","Site Internet","Spar","Tel. 05 61 52 27 96 -"
"110 Rue Bonnat,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-1201.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31400 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 32 10 19 -"
"121 avenue Jules Julien","Carrefour City TOULOUSE JULES JULIEN","Carrefour-City","http://www.carrefour.fr/magasin/city-toulouse-jules-julien","Carrefour City TOULOUSE JULES JULIEN","http://images.grandes-enseignes.com/Carrefour-City.png","31400 TOULOUSE","Site Internet","Carrefour-City","Tel. 05 61 53 84 76 -"
"46 Avenue De L Urss,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2461.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31400 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 52 98 81 -"
"Allée Henri Sellier","Casino TOULOUSE EMPALOT","Casino","http://www.supercasino.fr/-toulouse-empalot-.html","Casino TOULOUSE EMPALOT","http://images.grandes-enseignes.com/Casino.png","31400 TOULOUSE","Site Internet","Casino",NA
"Rue Du Férétra 84","Lidl Toulouse","Lidl","http://www.lidl.fr/","Lidl Toulouse","http://images.grandes-enseignes.com/Lidl.png","31400 Toulouse","Site Internet","Lidl",NA
"01 BIS AVENUE CRAMPEL","Carrefour Carrefour Express Toulouse Crampel","Carrefour-Express","http://www.carrefour.fr/magasin/express-toulouse-crampel","Carrefour Carrefour Express Toulouse Crampel","http://images.grandes-enseignes.com/Carrefour-Express.png","31400 Toulouse","Site Internet","Carrefour-Express","Tel. 05 62 84 44 33 -"
"102 Rue Du Feretra,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2449.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31400 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 52 02 61 -"
"2-4 bd. Griffoul Dorval et 1 av. Saint-Exupery","Casino TOULOUSE PONT DES DEMOISELLES","Casino","http://www.supercasino.fr/-toulouse-pont-demoiselles-.html","Casino TOULOUSE PONT DES DEMOISELLES","http://images.grandes-enseignes.com/Casino.png","31400 TOULOUSE","Site Internet","Casino",NA
"11 BIS GRANDE RUE SAINT MICHEL","Carrefour Market Toulouse Saint Michel","Carrefour-Market","http://www.carrefour.fr/magasin/market-toulouse-saint-michel","Carrefour Market Toulouse Saint Michel","http://images.grandes-enseignes.com/Carrefour-Market.png","31400 TOULOUSE Saint Michel","Site Internet","Carrefour-Market","Tel. 05 34 31 14 00 -"
"6 Place Du Busca,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-1192.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31400 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 32 60 96 -"
"55 Grande Rue St-michel,","SPAR Toulouse","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-10705.html","SPAR Toulouse","http://images.grandes-enseignes.com/Spar.png","31000 Toulouse","Site Internet","Spar","Tel. 09 67 07 76 07 -"
"306 route de Seysses","Carrefour City Toulouse Seysses","Carrefour-City","http://www.carrefour.fr/magasin/city-toulouse-seysses","Carrefour City Toulouse Seysses","http://images.grandes-enseignes.com/Carrefour-City.png","31300 Toulouse","Site Internet","Carrefour-City","Tel. 05 61 43 95 50 -"
"5 Av Frederic Mistral,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-1191.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31400 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 52 54 92 -"
"43 Avenue De Muret,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2453.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31300 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 42 99 84 -"
"127 Grande Rue St Michel,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2465.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 52 93 46 -"
"97 - 99 Avenue Jean Rieux","Carrefour City Toulouse Jean Rieux","Carrefour-City","http://www.carrefour.fr/magasin/city-toulouse-jean-rieux","Carrefour City Toulouse Jean Rieux","http://images.grandes-enseignes.com/Carrefour-City.png","31400 TOULOUSE","Site Internet","Carrefour-City","Tel. 05 61 34 30 32 -"
"15 Bd Montplaisir,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-1190.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31400 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 53 81 70 -"
"164 grande Rue Saint Michel","Carrefour City Toulouse Saint Michel","Carrefour-City","http://www.carrefour.fr/magasin/city-toulouse-saint-michel","Carrefour City Toulouse Saint Michel","http://images.grandes-enseignes.com/Carrefour-City.png","31400 TOULOUSE","Site Internet","Carrefour-City","Tel. 05 62 17 76 62 -"
"250 Avenue De Muret,","VIVAL Toulouse","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1614.html","VIVAL Toulouse","http://images.grandes-enseignes.com/Vival.png","31300 Toulouse","Site Internet","Vival","Tel. 05 61 42 73 86 -"
"Port Saint Sauveur 18","Lidl Toulouse","Lidl","http://www.lidl.fr/","Lidl Toulouse","http://images.grandes-enseignes.com/Lidl.png","31000 Toulouse","Site Internet","Lidl",NA
"2 boulevard de Déodat de Séverac","Carrefour City Toulouse Déodat De Séverac","Carrefour-City","http://www.carrefour.fr/magasin/city-toulouse-deodat-de-severac","Carrefour City Toulouse Déodat De Séverac","http://images.grandes-enseignes.com/Carrefour-City.png","31300 Toulouse","Site Internet","Carrefour-City","Tel. 05 61 42 33 33 -"
"170, Rue Henri Desbals - C.C. La Faourette","Leader Price TOULOUSE DESBALS","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=7921&ville=toulouse&cp=31300","Leader Price TOULOUSE DESBALS","http://images.grandes-enseignes.com/Leader-Price.png","31300 TOULOUSE DESBALS","Site Internet","Leader-Price","Tel. 05 34 60 97 70 -"
"12-16 Route De Castres,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-1205.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31500 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 80 94 98 -"
"7 Place Du Fer A Cheval,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-1184.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 44 90 30 -"
"76 avenue Camille Pujol","Carrefour Express Toulouse Camille Pujol","Carrefour-Contact","http://www.carrefour.fr/magasin/express-toulouse-camille-pujol","Carrefour Express Toulouse Camille Pujol","http://images.grandes-enseignes.com/Carrefour-Contact.png","31500 Toulouse","Site Internet","Carrefour-Contact","Tel. 05 61 17 49 92 -"
"68 Avenue Camille Pujol,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-1180.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31500 Toulouse","Site Internet","Petit-Casino","Tel. 05 62 47 02 68 -"
"Place Dupuy","Carrefour Carrefour Express Toulouse Dupuy","Carrefour-Express","http://www.carrefour.fr/magasin/express-toulouse-dupuy","Carrefour Carrefour Express Toulouse Dupuy","http://images.grandes-enseignes.com/Carrefour-Express.png","31000 Toulouse","Site Internet","Carrefour-Express","Tel. 05 34 41 13 06 -"
"4 Place Dupuy,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-1182.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 62 55 98 -"
"389 Route de Saint Simon","Casino TOULOUSE LA CEPIERE","Casino","http://www.supercasino.fr/-toulouse-la-cepiere-.html","Casino TOULOUSE LA CEPIERE","http://images.grandes-enseignes.com/Casino.png","31100 TOULOUSE","Site Internet","Casino",NA
"Espace St Georges 51bis rue du Rempart St Etienne","Casino TOULOUSE SAINT GEORGES","Casino","http://www.supercasino.fr/-toulouse-saint-georges-.html","Casino TOULOUSE SAINT GEORGES","http://images.grandes-enseignes.com/Casino.png","31000 TOULOUSE","Site Internet","Casino",NA
"8 Avenue De La Gloire,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-1179.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31500 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 34 13 88 -"
"34 Rue Pierre Paul Riquet,","SPAR Toulouse","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-1178.html","SPAR Toulouse","http://images.grandes-enseignes.com/Spar.png","31000 Toulouse","Site Internet","Spar","Tel. 05 61 62 67 33 -"
"24 Rue Gabriel Peri,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2391.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 34 40 84 03 -"
"44 place Bachelier","Carrefour City Toulouse Bachelier","Carrefour-City","http://www.carrefour.fr/magasin/city-toulouse-bachelier","Carrefour City Toulouse Bachelier","http://images.grandes-enseignes.com/Carrefour-City.png","31000 Toulouse","Site Internet","Carrefour-City","Tel. 05 62 80 87 38 -"
"40 Allee Jean Jaures,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2390.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31000 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 62 16 87 -"
"Rue Bayard 38","Lidl Toulouse","Lidl","http://www.lidl.fr/","Lidl Toulouse","http://images.grandes-enseignes.com/Lidl.png","31000 Toulouse","Site Internet","Lidl",NA
"49 RUE BAYARD","Carrefour City TOULOUSE Bayard","Carrefour-City","http://www.carrefour.fr/magasin/city-toulouse-bayard","Carrefour City TOULOUSE Bayard","http://images.grandes-enseignes.com/Carrefour-City.png","31000 TOULOUSE","Site Internet","Carrefour-City","Tel. 05 62 72 45 85 -"
"3 Place Des Pradettes,","PETIT CASINO Toulouse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2460.html","PETIT CASINO Toulouse","http://images.grandes-enseignes.com/Petit-Casino.png","31300 Toulouse","Site Internet","Petit-Casino","Tel. 05 61 40 63 02 -"
