"","CD_U2A","LB_U2A","CD_STR","CD_DEPT","LB_DEPT","CD_REGION","LB_REGION","VILLE","DEPT","coord.lat","coord.lng"
"156","U1313","Centre de distribution de Martigues",237,13,"DD DES BOUCHES-DU-RHONE","93","PROVENCE-ALPES-COTE-D AZUR","Martigues","Bouches-du-Rh%C3%B4ne",43.404811,5.053728
"157","U1314","Centre de distrib Port St Louis du Rhone",233,13,"DD DES BOUCHES-DU-RHONE","93","PROVENCE-ALPES-COTE-D AZUR","Port%20St%20Louis%20Rhone","Bouches-du-Rh%C3%B4ne",43.5425987,4.7304574
"158","U1315","Point alimentaire bebe Aix en provence",230,13,"DD DES BOUCHES-DU-RHONE","93","PROVENCE-ALPES-COTE-D AZUR","bebe%20Aix%20en%20provence","Bouches-du-Rh%C3%B4ne",43.4883455,5.3876556
"159","U1316","FERMER - CD de Vitrolles",230,13,"DD DES BOUCHES-DU-RHONE","93","PROVENCE-ALPES-COTE-D AZUR","Vitrolles","Bouches-du-Rh%C3%B4ne",43.458598,5.249703
"160","U1317","Centre distribution Marseille Caillols",236,13,"DD DES BOUCHES-DU-RHONE","93","PROVENCE-ALPES-COTE-D AZUR","Marseille%20Caillols","Bouches-du-Rh%C3%B4ne",43.2946484,5.4433203
"161","U1318","Centre de distribution Marseille Panier",236,13,"DD DES BOUCHES-DU-RHONE","93","PROVENCE-ALPES-COTE-D AZUR","Marseille%20Panier","Bouches-du-Rh%C3%B4ne",43.2993744,5.3680201
"162","U1319","Centre de distribution de Marignane",17,13,"DD DES BOUCHES-DU-RHONE","93","PROVENCE-ALPES-COTE-D AZUR","Marignane","Bouches-du-Rh%C3%B4ne",43.4212739,5.218332
"163","U14","DD du Calvados",18,14,"DD DU CALVADOS","25","BASSE-NORMANDIE","Calvados","Calvados",49.1893175,-0.3371454
"164","U1401","Centre de distribution de Caen",245,14,"DD DU CALVADOS","25","BASSE-NORMANDIE","Caen","Calvados",49.182863,-0.370679
"165","U1402","Entrepot de Caen",245,14,"DD DU CALVADOS","25","BASSE-NORMANDIE","Caen","Calvados",49.182863,-0.370679
"166","U1403","Samu social de Caen",245,14,"DD DU CALVADOS","25","BASSE-NORMANDIE","Caen","Calvados",49.182863,-0.370679
"167","U1404","Centre distribution St-Pierre-sur-Dives",247,14,"DD DU CALVADOS","25","BASSE-NORMANDIE","St-Pierre-sur-Dives","Calvados",49.0178749,-0.031555
"168","U1405","A DEFINIR (ES)",18,14,"DD DU CALVADOS","25","BASSE-NORMANDIE","NON RENSEIGNE","Calvados",NA,NA
"169","U1406","Centre distribution Conde sur Noireau",253,14,"DD DU CALVADOS","25","BASSE-NORMANDIE","Consur%20Noireau","Calvados",48.850993,-0.552764
"170","U1407","Centre distribution de Vire",244,14,"DD DU CALVADOS","25","BASSE-NORMANDIE","Vire","Calvados",48.837781,-0.888482
"171","U1408","Centre distribution Aunay-sur-Odon",252,14,"DD DU CALVADOS","25","BASSE-NORMANDIE","Aunay-sur-Odon","Calvados",49.020469,-0.630703
"172","U1409","Centre de distribution Lisieux",247,14,"DD DU CALVADOS","25","BASSE-NORMANDIE","Lisieux","Calvados",49.145922,0.227849
"173","U1410","Samu social de Lisieux",247,14,"DD DU CALVADOS","25","BASSE-NORMANDIE","Lisieux","Calvados",49.145922,0.227849
"174","U1411","Espace bebe maman de Caen",18,14,"DD DU CALVADOS","25","BASSE-NORMANDIE","Caen","Calvados",49.182863,-0.370679
"175","U1501","Samu social test",247,15,"DT DU CANTAL","83","AUVERGNE","test","Cantal",45.1191997,2.6326062
"176","U16","DD de Charente",20,16,"DD DE LA CHARENTE","54","POITOU-CHARENTES","Charente","Charente",45.919461,0.239246
"177","U1601","Centre de distribution Angouleme",2462,16,"DD DE LA CHARENTE","54","POITOU-CHARENTES","Angouleme","Charente",45.648377,0.1562369
"178","U1602","Centre distribution Jarnac",3939,16,"DD DE LA CHARENTE","54","POITOU-CHARENTES","Jarnac","Charente",45.681389,-0.1739169
"179","U1603","Centre distribution Rouillac",3939,16,"DD DE LA CHARENTE","54","POITOU-CHARENTES","Rouillac","Charente",45.775479,-0.064054
"180","U1604","Centre distrib de Barbezieux St Hilaire",3938,16,"DD DE LA CHARENTE","54","POITOU-CHARENTES","Barbezieux%20St%20Hilaire","Charente",45.471894,-0.155689
"181","U1605","Centre distribution Villebois-Lavalette",3938,16,"DD DE LA CHARENTE","54","POITOU-CHARENTES","Villebois-Lavalette","Charente",45.481595,0.277972
"182","U1606","Centre distribution Montmoreau St Cybard",3938,16,"DD DE LA CHARENTE","54","POITOU-CHARENTES","Montmoreau%20St%20Cybard","Charente",45.396234,0.1309809
"183","U1607","Distribution CAP de Confolens",3940,16,"DD DE LA CHARENTE","54","POITOU-CHARENTES","Confolens","Charente",46.014054,0.668317
"184","U1608","Distribution CAP de Rochefoucauld",3940,16,"DD DE LA CHARENTE","54","POITOU-CHARENTES","Rochefoucauld","Charente",45.8475926,0.2849615
"185","U1609","Distribution CAP de Roumazieres-Loubert",3940,16,"DD DE LA CHARENTE","54","POITOU-CHARENTES","Roumazieres-Loubert","Charente",45.9119502,0.5916408
"186","U1701","Centre de distribution de La Rochelle",273,17,"DD DE CHARENTE-MARITIME","54","POITOU-CHARENTES","La%20Rochelle","Charente-Maritime",46.160329,-1.151139
"187","U1702","Centre de distribution de Rochefort",277,17,"DD DE CHARENTE-MARITIME","54","POITOU-CHARENTES","Rochefort","Charente-Maritime",45.936698,-0.961697
"188","U1703","A DEFINIR",21,17,"DD DE CHARENTE-MARITIME","54","POITOU-CHARENTES","NON RENSEIGNE","Charente-Maritime",NA,NA
"189","U1704","Distribution CAP de Royan",278,17,"DD DE CHARENTE-MARITIME","54","POITOU-CHARENTES","Royan","Charente-Maritime",45.623027,-1.043182
"190","U1705","Centre de distribution de Saintes",279,17,"DD DE CHARENTE-MARITIME","54","POITOU-CHARENTES","Saintes","Charente-Maritime",45.744175,-0.633389
"191","U1706","Distribution CAP St Jean d'Angely",277,17,"DD DE CHARENTE-MARITIME","54","POITOU-CHARENTES","St%20Jean%20d%27Angely","Charente-Maritime",45.944823,-0.517763
"192","U1801","Centre distribution St Florent / Cher",3972,18,"DT DU CHER","24","CENTRE","St%20Florent%20%2F%20Cher","Cher",46.9940969,2.244033
"193","U19","DD de la Correze",23,19,"DD DE LA CORREZE","74","LIMOUSIN","Correze","Corr%C3%A8ze",45.372114,1.873739
"194","U1901","Centre distribution de Meyssac",2240,19,"DD DE LA CORREZE","74","LIMOUSIN","Meyssac","Corr%C3%A8ze",45.055925,1.674352
"195","U1902","Centre distribution de Beynat",2240,19,"DD DE LA CORREZE","74","LIMOUSIN","Beynat","Corr%C3%A8ze",45.123826,1.723226
"196","U1903","Centre de distribution de Tulle",293,19,"DD DE LA CORREZE","74","LIMOUSIN","Tulle","Corr%C3%A8ze",45.26565,1.771697
"197","U1904","Samu social de Brive",292,19,"DD DE LA CORREZE","74","LIMOUSIN","Brive","Corr%C3%A8ze",45.159555,1.533937
"198","U1905","Accueil de jour de Brive",292,19,"DD DE LA CORREZE","74","LIMOUSIN","Brive","Corr%C3%A8ze",45.159555,1.533937
"199","U1906","Centre distribution Brives la Gaillarde",292,19,"DD DE LA CORREZE","74","LIMOUSIN","Brives%20la%20Gaillar","Corr%C3%A8ze",45.149722,1.474444
"200","U1907","Centre de distribution d'Ussel",294,19,"DD DE LA CORREZE","74","LIMOUSIN","Ussel","Corr%C3%A8ze",45.548905,2.313835
"201","U1908","Centre de distribution itinereant Brive",23,19,"DD DE LA CORREZE","74","LIMOUSIN","itinereant%20Brive","Corr%C3%A8ze",45.159555,1.533937
"202","U2001","Centre de distribution de Folelli",3984,20,"DT DE LA HAUTE-CORSE","94","CORSE","Folelli","Corse",42.445813,9.5078
"203","U2002","Centre de distribution de Corte",3982,20,"DT DE LA HAUTE-CORSE","94","CORSE","Corte","Corse",42.2918623,9.1896607
"204","U2003","Centre de distribution de Bastia",3979,20,"DT DE LA HAUTE-CORSE","94","CORSE","Bastia","Corse",42.697283,9.450881
"205","U2004","Centre distribution de Porto Vecchio",3978,20,"DT CORSE DU SUD","94","CORSE","Porto%20Vecchio","Corse",41.591369,9.278311
"206","U2005","Centre distribution d'Ajaccio",3977,20,"DT CORSE DU SUD","94","CORSE","Ajaccio","Corse",41.919229,8.738635
"207","U2101","Epicerie sociale Dijon",307,21,"DD DE LA COTE-D OR","26","BOURGOGNE","Dijon","C%C3%B4te-d%27Or",47.322047,5.04148
"208","U2102","Samu social de Dijon",307,21,"DD DE LA COTE-D OR","26","BOURGOGNE","Dijon","C%C3%B4te-d%27Or",47.322047,5.04148
"209","U2103","A DEFINIR",305,21,"DD DE LA COTE-D OR","26","BOURGOGNE","NON RENSEIGNE","C%C3%B4te-d%27Or",NA,NA
"210","U2104","Epicerie sociale de Beaune",305,21,"DD DE LA COTE-D OR","26","BOURGOGNE","Beaune","C%C3%B4te-d%27Or",47.02603,4.840004
"211","U2201","Centre de distribution St Brieuc",4006,22,"DT DES COTES-D ARMOR","53","BRETAGNE","St%20Brieuc","C%C3%B4tes-d%27Armor",48.51418,-2.765835
"212","U2202","Samu social de St Brieuc",4006,22,"DT DES COTES-D ARMOR","53","BRETAGNE","St%20Brieuc","C%C3%B4tes-d%27Armor",48.51418,-2.765835
"213","U2203","Centre distribution Plestin les Greves",4052,22,"DT DES COTES-D ARMOR","53","BRETAGNE","Plestin%20les%20Greves","C%C3%B4tes-d%27Armor",48.654085,-3.630768
"214","U2204","Distribution CAP Dinan",4005,22,"DT DES COTES-D ARMOR","53","BRETAGNE","Dinan","C%C3%B4tes-d%27Armor",48.454366,-2.047327
"215","U2205","Samu social de Dinan",4005,22,"DT DES COTES-D ARMOR","53","BRETAGNE","Dinan","C%C3%B4tes-d%27Armor",48.454366,-2.047327
"216","U2206","Centre de distribution de Lannion",4007,22,"DT DES COTES-D ARMOR","53","BRETAGNE","Lannion","C%C3%B4tes-d%27Armor",48.732084,-3.459144
"217","U2207","Distribution CAP de Lamballe",3971,22,"DT DES COTES-D ARMOR","53","BRETAGNE","Lamballe","C%C3%B4tes-d%27Armor",48.468637,-2.517322
"218","U2208","Centre distribution de Loudeac",4008,22,"DT DES COTES-D ARMOR","53","BRETAGNE","Loudeac","C%C3%B4tes-d%27Armor",48.176274,-2.752021
"219","U2209","Epicerie sociale de Dinan",4005,22,"DT DES COTES-D ARMOR","53","BRETAGNE","Dinan","C%C3%B4tes-d%27Armor",48.454366,-2.047327
"220","U2210","Centre de distribution de Paimpol",3971,22,"DT DES COTES-D ARMOR","53","BRETAGNE","Paimpol","C%C3%B4tes-d%27Armor",48.779782,-3.048828
"221","U2211","Distribution de CAP Saint Brieuc",1,22,"DT DES COTES-D ARMOR","53","BRETAGNE","Saint%20Brieuc","C%C3%B4tes-d%27Armor",48.51418,-2.765835
"222","U23","DD de la Creuse",28,23,"DD DE LA CREUSE","74","LIMOUSIN","Creuse","Creuse",47.878633,0.309736
"223","U2301","Centre de distribution d'Auzances",2529,23,"DD DE LA CREUSE","74","LIMOUSIN","Auzances","Creuse",46.025111,2.500712
"224","U2302","Centre de distribution de Boussac",329,23,"DD DE LA CREUSE","74","LIMOUSIN","Boussac","Creuse",46.348054,2.213945
"225","U2303","FERME CD Chambon/Voueize",330,23,"DD DE LA CREUSE","74","LIMOUSIN","Chambon%2FVoueize","Creuse",46.188803,2.426352
"226","U2304","Centre distribution de Gueret",331,23,"DD DE LA CREUSE","74","LIMOUSIN","Gueret","Creuse",46.169599,1.871452
"227","U2305","Centre distribution de Dun le Palestel",333,23,"DD DE LA CREUSE","74","LIMOUSIN","Dun%20le%20Palestel","Creuse",46.30531,1.663653
"228","U2306","Centre de distribution d'Aubusson",327,23,"DD DE LA CREUSE","74","LIMOUSIN","Aubusson","Creuse",45.95409,2.1689379
"229","U2307","Centre distribution de la Souterraine",332,23,"DD DE LA CREUSE","74","LIMOUSIN","la%20Souterraine","Creuse",46.239087,1.482986
"230","U2308","Centre distribution de Bourganeuf",328,23,"DD DE LA CREUSE","74","LIMOUSIN","Bourganeuf","Creuse",45.954005,1.756199
"231","U2401","Centre de distribution de Sarlat",3995,24,"DT DE LA DORDOGNE","72","AQUITAINE","Sarlat","Dordogne",44.890891,1.217292
"232","U2402","Centre de distribution de Perigueux",3994,24,"DT DE LA DORDOGNE","72","AQUITAINE","Perigueux","Dordogne",45.184029,0.7211149
"233","U2403","Centre distribution de Bergerac",3993,24,"DT DE LA DORDOGNE","72","AQUITAINE","Bergerac","Dordogne",44.853806,0.483392
"234","U2404","Centre distribution de Riberac",3996,24,"DT DE LA DORDOGNE","72","AQUITAINE","Riberac","Dordogne",45.246394,0.337651
"235","U2405","Centre distribution de Mareuil-sur-Belle",4083,24,"DT DE LA DORDOGNE","72","AQUITAINE","Mareuil-sur-Belle","Dordogne",45.4561135,0.4501285
"236","U2406","Centre de distribution de Bugue",4084,24,"DT DE LA DORDOGNE","72","AQUITAINE","Bugue","Dordogne",44.918456,0.928396
"237","U2407","Centre distribution de Saint Cyprien",3968,24,"DT DE LA DORDOGNE","72","AQUITAINE","Saint%20Cyprien","Dordogne",44.869767,1.042678
"238","U2408","Centre distribution de Nontron",4082,24,"DT DE LA DORDOGNE","72","AQUITAINE","Nontron","Dordogne",45.530402,0.662239
"239","U2409","Centre de distribution de Lolme",3993,24,"DT DE LA DORDOGNE","72","AQUITAINE","Lolme","Dordogne",44.710507,0.841594
"240","U2410","Centre Distribution St Antoine Breuilh",3968,24,"DT DE LA DORDOGNE","72","AQUITAINE","St%20Antoine%20Breuilh","Dordogne",44.8466054,0.1520177
"241","U2501","Centre de distribution Baume les Dames",342,25,"DD DU DOUBS","43","FRANCHE-COMTE","Baume%20les%20Dames","Doubs",47.352683,6.361762
"242","U2502","Centre de distribution de Besancon",343,25,"DD DU DOUBS","43","FRANCHE-COMTE","Besancon","Doubs",47.237829,6.0240539
"243","U2503","Centre de distribution Besancon Planoise",343,25,"DD DU DOUBS","43","FRANCHE-COMTE","Besancon%20Planoise","Doubs",47.2215999,5.9675963
"244","U2601","Epicerie sociale de Montelimar",354,26,"DD DE LA DROME","82","RHONE-ALPES","Montelimar","Dr%C3%B4me",44.556944,4.749496
"245","U2701","Centre de distribution d'Evreux",371,27,"DD DE L EURE","23","HAUTE-NORMANDIE","Evreux","Eure",49.0270129,1.151361
"246","U2702","Centre distribution de Gaillon",373,27,"DD DE L EURE","23","HAUTE-NORMANDIE","Gaillon","Eure",49.160734,1.33341
"247","U2703","Centre de distribution de Bernay",365,27,"DD DE L EURE","23","HAUTE-NORMANDIE","Bernay","Eure",49.089328,0.597811
"248","U2704","Centre distribution de Le Neubourg",377,27,"DD DE L EURE","23","HAUTE-NORMANDIE","Le%20Neubourg","Eure",49.144667,0.895747
"249","U2705","Centre distribution Breteuil sur Iton",3697,27,"DD DE L EURE","23","HAUTE-NORMANDIE","Breteuil%20sur%20Iton","Eure",48.8040115,0.9535903
"250","U2706","Centre de distribution Rugles",3697,27,"DD DE L EURE","23","HAUTE-NORMANDIE","Rugles","Eure",48.822159,0.707554
"251","U2707","Centre de distribution Conches-en-Ouche",3697,27,"DD DE L EURE","23","HAUTE-NORMANDIE","Conches-en-Ouche","Eure",48.961817,0.942638
"252","U2708","Centre de distribution Etrepagny",3695,27,"DD DE L EURE","23","HAUTE-NORMANDIE","Etrepagny","Eure",49.305673,1.611793
"253","U2709","Centre de distribution de Brionne",365,27,"DD DE L EURE","23","HAUTE-NORMANDIE","Brionne","Eure",49.193183,0.722101
"254","U2710","Centre distribution de Gisors",3695,27,"DD DE L EURE","23","HAUTE-NORMANDIE","Gisors","Eure",49.279774,1.776579
"255","U2711","Centre distribution Fleury sur Andelle",3695,27,"DD DE L EURE","23","HAUTE-NORMANDIE","Fleury%20sur%20Andelle","Eure",49.3601699,1.355767
"256","U2801","Centre de distribution Chartres",384,28,"DD D EURE-ET-LOIR","24","CENTRE","Chartres","Eure-et-Loir",48.443854,1.489012
"257","U2802","Maraude de Chartres",384,28,"DD D EURE-ET-LOIR","24","CENTRE","Chartres","Eure-et-Loir",48.443854,1.489012
"258","U2803","Centre distribution Nogent le Rotrou",386,28,"DD D EURE-ET-LOIR","24","CENTRE","Nogent%20le%20Rotrou","Eure-et-Loir",48.321762,0.8217759
"259","U2804","FERME CD de Chateaudun",385,28,"DD D EURE-ET-LOIR","24","CENTRE","Chateaudun","Eure-et-Loir",48.070369,1.327696
"260","U2901","Centre de distribution de Carhaix",389,29,"DD DU FINISTERE","53","BRETAGNE","Carhaix","Finist%C3%A8re",48.2393409,-3.5989151
"261","U3001","Centre de distribution Beaucaire",400,30,"DD DU GARD","91","LANGUEDOC-ROUSSILLON","Beaucaire","Gard",43.807235,4.644269
"262","U3002","Centre de distribution de Nimes",404,30,"DD DU GARD","91","LANGUEDOC-ROUSSILLON","Nimes","Gard",43.836699,4.360054
"263","U3003","Centre de distribution d'Ales",397,30,"DD DU GARD","91","LANGUEDOC-ROUSSILLON","Ales","Gard",44.127204,4.083352
"264","U3004","Samu social d'Ales",397,30,"DD DU GARD","91","LANGUEDOC-ROUSSILLON","Ales","Gard",44.127204,4.083352
"265","U3005","Centre de distribution de Besseges",401,30,"DD DU GARD","91","LANGUEDOC-ROUSSILLON","Besseges","Gard",44.293661,4.09187
"266","U3006","Centre de distribution de St Ambroix",3964,30,"DD DU GARD","91","LANGUEDOC-ROUSSILLON","St%20Ambroix","Gard",44.260102,4.19642
"267","U3007","Centre de distribution de Quissac",406,30,"DD DU GARD","91","LANGUEDOC-ROUSSILLON","Quissac","Gard",43.91096,3.998719
"268","U3008","Centre de distribution de Roquemaure",3736,30,"DD DU GARD","91","LANGUEDOC-ROUSSILLON","Roquemaure","Gard",44.051884,4.778861
"269","U3009","Centre de Distribution d'Uzes",413,30,"DD DU GARD","91","LANGUEDOC-ROUSSILLON","Uzes","Gard",44.01211,4.419946
"270","U3010","Centre de distribution de Pont St Esprit",405,30,"DD DU GARD","91","LANGUEDOC-ROUSSILLON","Pont%20St%20Esprit","Gard",44.261034,4.648079
"271","U3011","Centre de distribution de Saint Gilles",409,30,"DD DU GARD","91","LANGUEDOC-ROUSSILLON","Saint%20Gilles","Gard",43.677079,4.433703
"272","U3101","Centre de distribution Toulouse Mirail",426,31,"\N","\N","\N","Toulouse%20Mirail","Haute-Garonne",43.5748158,1.40206
"273","U3102","Centre de distribution de Cugnaux",426,31,"\N","\N","\N","Cugnaux","Haute-Garonne",43.537141,1.344995
"274","U3103","Centre de distribution de Fonsorbes",419,31,"\N","\N","\N","Fonsorbes","Haute-Garonne",43.535456,1.230645
"275","U3104","CD de Bessiere",426,31,"\N","\N","\N","Bessiere","Haute-Garonne",43.564463,1.910496
"276","U3201","Centre de distribution de Masseube",3829,32,"DD DU GERS","73","MIDI-PYRENEES","Masseube","Gers",43.429726,0.579788
"277","U3202","Centre distribution de Lombez",3829,32,"DD DU GERS","73","MIDI-PYRENEES","Lombez","Gers",43.4758039,0.91201
"278","U3203","Centre distribution de L'Isle Jourdain",435,32,"DD DU GERS","73","MIDI-PYRENEES","L%27Isle%20Jourdain","Gers",43.6138369,1.081741
"279","U3204","Centre distribution de Mirande",440,32,"DD DU GERS","73","MIDI-PYRENEES","Miran","Gers",43.795913,0.345569
"280","U33","DD Gironde",38,33,"DD DE LA GIRONDE","72","AQUITAINE","Giron","Gironde",45.10725,-0.512501
"281","U3301","Centre de distribution Arcachon",445,33,"DD DE LA GIRONDE","72","AQUITAINE","Arcachon","Gironde",44.652297,-1.1785016
"282","U3302","Centre de distribution Begles",448,33,"DD DE LA GIRONDE","72","AQUITAINE","Begles","Gironde",44.812023,-0.543784
"283","U3303","Centre de distribution Bordeaux Bastide",448,33,"DD DE LA GIRONDE","72","AQUITAINE","Bordeaux%20Basti","Gironde",44.8414539,-0.5529809
"284","U3304","FERME CD Bordeaux Bacalan",448,33,"DD DE LA GIRONDE","72","AQUITAINE","Bordeaux%20Bacalan","Gironde",44.872616,-0.5494198
"285","U3305","Espace bebe maman Bordeaux",448,33,"DD DE LA GIRONDE","72","AQUITAINE","Bordeaux","Gironde",44.837789,-0.57918
"286","U3306","Distribution CAP Bouscat-Bruges",458,33,"DD DE LA GIRONDE","72","AQUITAINE","Bouscat-Bruges","Gironde",44.865543,-0.599454
"287","U3307","Distribution CAP Coutras",449,33,"DD DE LA GIRONDE","72","AQUITAINE","Coutras","Gironde",45.04067,-0.129361
"288","U3308","Distribution CAP Pessac",2188,33,"DD DE LA GIRONDE","72","AQUITAINE","Pessac","Gironde",44.80583,-0.630386
"289","U3309","Distribution CAP Eysines",2185,33,"DD DE LA GIRONDE","72","AQUITAINE","Eysines","Gironde",44.885793,-0.648815
"290","U3310","FERMER - CD Villenave d'Ornon",2189,33,"DD DE LA GIRONDE","72","AQUITAINE","Villenave%20d%27Ornon","Gironde",44.7799813,-0.5672574
"291","U3311","Centre Distribution de St Loubes",456,33,"DD DE LA GIRONDE","72","AQUITAINE","St%20Loubes","Gironde",44.916735,-0.4271
"292","U3312","Distribution CAP Merignac",2187,33,"DD DE LA GIRONDE","72","AQUITAINE","Merignac","Gironde",44.8448769,-0.656358
"293","U3313","FERMER - CD Merignac",2187,33,"DD DE LA GIRONDE","72","AQUITAINE","Merignac","Gironde",44.8448769,-0.656358
"294","U3314","Centre distribution Sainte-Foy-la-Grande",3931,33,"DD DE LA GIRONDE","72","AQUITAINE","Sainte-Foy-la-Gran","Gironde",44.841805,0.215006
"295","U3315","Centre de distribution de Langon",450,33,"DD DE LA GIRONDE","72","AQUITAINE","Langon","Gironde",44.555419,-0.245126
"296","U3316","FERME CD de Libourne",452,33,"DD DE LA GIRONDE","72","AQUITAINE","Libourne","Gironde",44.912998,-0.243985
"297","U3317","Epicerie sociale d'Arcachon",445,33,"DD DE LA GIRONDE","72","AQUITAINE","Arcachon","Gironde",44.652297,-1.1785016
"298","U3318","Centre de distibution de Macau",38,33,"DD DE LA GIRONDE","72","AQUITAINE","distibution%20Macau","Gironde",45.009296,-0.611681
"299","U3401","Centre distribution Balaruc les Bains",470,34,"DD DE L HERAULT","91","LANGUEDOC-ROUSSILLON","Balaruc%20les%20Bains","H%C3%A9rault",43.4425979,3.679241
"300","U3402","Centre de distribution Pezenas",468,34,"DD DE L HERAULT","91","LANGUEDOC-ROUSSILLON","Pezenas","H%C3%A9rault",43.461531,3.423193
"301","U3403","Centre distribution de Montpellier",467,34,"DD DE L HERAULT","91","LANGUEDOC-ROUSSILLON","Montpellier","H%C3%A9rault",43.610769,3.876716
"302","U3404","Epicerie sociale de Gignac",467,34,"DD DE L HERAULT","91","LANGUEDOC-ROUSSILLON","Gignac","H%C3%A9rault",43.653241,3.551364
"303","U3405","Accueil de jour de Montpellier",467,34,"DD DE L HERAULT","91","LANGUEDOC-ROUSSILLON","Montpellier","H%C3%A9rault",43.610769,3.876716
"304","U3406","A DEFINIR  CD Frontignan",470,34,"DD DE L HERAULT","91","LANGUEDOC-ROUSSILLON","Frontignan","H%C3%A9rault",43.444815,3.755999
"305","U3407","Distribution CAP Lodeve",465,34,"DD DE L HERAULT","91","LANGUEDOC-ROUSSILLON","Lodeve","H%C3%A9rault",43.73366,3.313975
"306","U3408","Epicerie sociale de Frontignan",4056,34,"DD DE L HERAULT","91","LANGUEDOC-ROUSSILLON","Frontignan","H%C3%A9rault",43.444815,3.755999
"307","U3409","Centre de distribution de Vias",39,34,"\N","\N","\N","Vias","H%C3%A9rault",43.3140249,3.4188691
"308","U35","DD Ille et Vilaine",40,35,"DD DE L ILLE-ET-VILAINE","53","BRETAGNE","Ille%20et%20Vilaine","Ille-et-Vilaine",48.6583619,-1.974856
"309","U3501","Centre de distribution de Redon",473,35,"DD DE L ILLE-ET-VILAINE","53","BRETAGNE","Redon","Ille-et-Vilaine",47.650742,-2.083938
"310","U3502","Centre de distribution Rennes",474,35,"DD DE L ILLE-ET-VILAINE","53","BRETAGNE","Rennes","Ille-et-Vilaine",48.117266,-1.6777926
"311","U3503","FERMER PAB de Rennes",474,35,"DD DE L ILLE-ET-VILAINE","53","BRETAGNE","PAB%20Rennes","Ille-et-Vilaine",48.117266,-1.6777926
"312","U3504","Samu social de Rennes",474,35,"DD DE L ILLE-ET-VILAINE","53","BRETAGNE","Rennes","Ille-et-Vilaine",48.117266,-1.6777926
"313","U3601","Centre de distribution d'Issoudun",481,36,"DD DE L INDRE","24","CENTRE","Issoudun","Indre",46.947535,1.988654
"314","U3602","Centre de distribution d' Aigurande",478,36,"DD DE L INDRE","24","CENTRE","Aiguran","Indre",46.434011,1.828597
"315","U3603","Centre de distribution de Chateauroux",480,36,"DD DE L INDRE","24","CENTRE","Chateauroux","Indre",46.811434,1.686779
"316","U3701","Epicerie sociale de Joue les Tours",500,37,"DD D INDRE-ET-LOIRE","24","CENTRE","Joue%20les%20Tours","Indre-et-Loire",47.351861,0.6613099
"317","U3702","Epicerie sociale Tours",500,37,"DD D INDRE-ET-LOIRE","24","CENTRE","Tours","Indre-et-Loire",47.394144,0.68484
"318","U3703","Centre de distribution L'ile Bouchard",491,37,"DD D INDRE-ET-LOIRE","24","CENTRE","L%27ile%20Bouchard","Indre-et-Loire",47.119833,0.425897
"319","U3704","Centre de distribution de Chinon",491,37,"DD D INDRE-ET-LOIRE","24","CENTRE","Chinon","Indre-et-Loire",47.167296,0.240385
"320","U3705","Epicerie sociale La Rouchouze Langeais",489,37,"DD D INDRE-ET-LOIRE","24","CENTRE","La%20Rouchouze%20Langeais","Indre-et-Loire",47.3437849,0.340412
"321","U3706","Epicerie sociale Descartes",498,37,"DD D INDRE-ET-LOIRE","24","CENTRE","Descartes","Indre-et-Loire",46.973539,0.698666
"322","U3707","Epicerie sociale de Preuilly sur Claise",498,37,"DD D INDRE-ET-LOIRE","24","CENTRE","Preuilly%20sur%20Claise","Indre-et-Loire",46.854377,0.928917
"323","U3708","Epicerie sociale de Ligueil",498,37,"DD D INDRE-ET-LOIRE","24","CENTRE","Ligueil","Indre-et-Loire",47.042952,0.816674
"324","U3709","Epicerie sociale le Grand Pressigny",498,37,"DD D INDRE-ET-LOIRE","24","CENTRE","le%20Grand%20Pressigny","Indre-et-Loire",46.920619,0.803318
"325","U3710","Centre de Distribution de Sainte Maure",491,37,"DD D INDRE-ET-LOIRE","24","CENTRE","Sainte%20Maure","Indre-et-Loire",47.1330872,0.7890958
"326","U3711","Centre distribution St Etienne de Chigny",500,37,"DD D INDRE-ET-LOIRE","24","CENTRE","St%20Etienne%20Chigny","Indre-et-Loire",47.3793619,0.4995455
"327","U3712","Centre de distribution Azay le Rideau",2613,37,"DD D INDRE-ET-LOIRE","24","CENTRE","Azay%20le%20Rideau","Indre-et-Loire",47.26177,0.46574
"328","U3713","Centre distribution Cinq-mars-la-pile",4168,37,"DD D INDRE-ET-LOIRE","24","CENTRE","Cinq-mars-la-pile","Indre-et-Loire",47.3479699,0.460695
"329","U3714","Centre de distribution Tours S/Francisco",500,37,"\N","\N","\N","Tours%20S%2FFrancisco","Indre-et-Loire",47.3839557,0.6823179
"330","U3715","Centre de distribution Tours-Bretonneau",500,37,"\N","\N","\N","Tours-Bretonneau","Indre-et-Loire",47.3982212,0.6560182
"331","U3716","Centre de distribution de Tours",500,37,"\N","\N","\N","Tours","Indre-et-Loire",47.394144,0.68484
"332","U38","DD d'Isere",43,38,"DD DE L ISERE","82","RHONE-ALPES","Isere","Is%C3%A8re",45.3601002,5.3320217
"333","U3801","Centre distribution de Grenoble",503,38,"DD DE L ISERE","82","RHONE-ALPES","Grenoble","Is%C3%A8re",45.188529,5.724524
"334","U3802","Samu social de Grenoble",503,38,"DD DE L ISERE","82","RHONE-ALPES","Grenoble","Is%C3%A8re",45.188529,5.724524
