"","CD_U2A","LB_U2A","CD_STR","CD_DEPT","LB_DEPT","CD_REGION","LB_REGION","VILLE","DEPT","coord.lat","coord.lng"
"514","U5920","Centre de distribution de Jeumont",725,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Jeumont","Nord",50.296322,4.100791
"515","U60","DD de l'Oise",65,60,"DD DE L OISE","22","PICARDIE","Oise","Oise",49.3462699,2.7359785
"516","U6001","Centre de distribution de Mouy",739,60,"DD DE L OISE","22","PICARDIE","Mouy","Oise",49.319128,2.319705
"517","U6002","Centre de distribution de Creil",736,60,"DD DE L OISE","22","PICARDIE","Creil","Oise",49.2576872,2.4783913
"518","U6003","Distribution de CAP Compiegne",735,60,"DD DE L OISE","22","PICARDIE","Compiegne","Oise",49.417816,2.826145
"519","U6004","Distribution CAP Noyon",742,60,"DD DE L OISE","22","PICARDIE","Noyon","Oise",49.580166,3.0007229
"520","U6005","Distribution CAP Senlis",744,60,"DD DE L OISE","22","PICARDIE","Senlis","Oise",49.205164,2.583212
"521","U6006","Distribution CAP de Noailles",741,60,"DD DE L OISE","22","PICARDIE","Noailles","Oise",49.3291969,2.2000768
"522","U6007","Distribution CAP de Nanteuil",740,60,"DD DE L OISE","22","PICARDIE","Nanteuil","Oise",49.141377,2.808772
"523","U6008","Distribution CAP de Crepy en Valois",737,60,"DD DE L OISE","22","PICARDIE","Crepy%20en%20Valois","Oise",49.2361549,2.890059
"524","U6009","Distribution CAP de Beauvais",732,60,"DD DE L OISE","22","PICARDIE","Beauvais","Oise",49.4295387,2.0807123
"525","U61","DD de l'Orne",66,61,"DD DE L ORNE","25","BASSE-NORMANDIE","Orne","Orne",48.5449702,-0.3850616
"526","U6101","Distribution CAP Mortagne au Perche",754,61,"DD DE L ORNE","25","BASSE-NORMANDIE","Mortagne%20au%20Perche","Orne",48.522485,0.5430779
"527","U6102","Centre de distribution d'Alencon",745,61,"DD DE L ORNE","25","BASSE-NORMANDIE","Alencon","Orne",48.432856,0.091266
"528","U6103","A DEFINIR",754,61,"DD DE L ORNE","25","BASSE-NORMANDIE","NON RENSEIGNE","Orne",NA,NA
"529","U62","DD Pas-de-Calais",67,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Pas-de-Calais","Pas-de-Calais",50.5732769,2.3244679
"530","U6201","Centre distribution de Saint Omer",766,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Saint%20Omer","Pas-de-Calais",50.750115,2.252208
"531","U6202","Centre distribution de Boulogne sur mer",761,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Boulogne%20sur%20mer","Pas-de-Calais",50.725231,1.613334
"532","U6203","Centre de distribution Montreuil",759,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Montreuil","Pas-de-Calais",50.46816,1.768269
"533","U6204","Centre distribution de Lens",765,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Lens","Pas-de-Calais",50.42893,2.83183
"534","U6205","Centre de distribution d'Arras",758,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Arras","Pas-de-Calais",50.291002,2.777535
"535","U6206","Centre de distribution de Lievin",765,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Lievin","Pas-de-Calais",50.417921,2.775222
"536","U6207","Centre distribution de Calais",762,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Calais","Pas-de-Calais",50.95129,1.858686
"537","U6208","Centre distribution Bruay la Buissiere",760,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Bruay%20la%20Buissiere","Pas-de-Calais",50.483113,2.543206
"538","U6209","Centre distribution d'Auchel",760,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Auchel","Pas-de-Calais",50.50765,2.46916
"539","U6210","Centre distribution de Bethune",760,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Bethune","Pas-de-Calais",50.531036,2.63926
"540","U6211","Centre distribution  St Pol sur Ternoise",3935,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","St%20Pol%20sur%20Ternoise","Pas-de-Calais",50.381329,2.336217
"541","U6212","Centre de distribution Mericourt",765,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Mericourt","Pas-de-Calais",50.4015259,2.866865
"542","U6213","Centre de Distribution de Berck",759,62,"DD DU PAS-DE-CALAIS","31","NORD-PAS-DE-CALAIS","Berck","Pas-de-Calais",50.408188,1.591865
"543","U6301","Centre de distribution d'Issoire",770,63,"DD DU PUY-DE-DOME","83","AUVERGNE","Issoire","Puy-de-D%C3%B4me",45.54151,3.248128
"544","U6302","Centre de distribution de Riom",772,63,"DD DU PUY-DE-DOME","83","AUVERGNE","Riom","Puy-de-D%C3%B4me",45.8939949,3.114932
"545","U6303","Centre Distribution Clermont Ferrand",769,63,"DD DU PUY-DE-DOME","83","AUVERGNE","Clermont%20Ferrand","Puy-de-D%C3%B4me",45.777222,3.087025
"546","U6401","Centre de distribution d'Hendaye",69,64,"DD DES PYRENEES-ATLANTIQUES","72","AQUITAINE","Hendaye","Pyr%C3%A9n%C3%A9es-Atlantiques",43.359399,-1.766148
"547","U6402","Centre distribution Saint Jean de Luz",786,64,"DD DES PYRENEES-ATLANTIQUES","72","AQUITAINE","Saint%20Jean%20Luz","Pyr%C3%A9n%C3%A9es-Atlantiques",43.388051,-1.663055
"548","U6403","Epicerie sociale de Bayonne",775,64,"\N","\N","\N","Bayonne","Pyr%C3%A9n%C3%A9es-Atlantiques",43.492949,-1.474841
"549","U6404","Centre de distribution de Biarritz",776,64,"\N","\N","\N","Biarritz","Pyr%C3%A9n%C3%A9es-Atlantiques",43.4831519,-1.558626
"550","U6405","Epicerie sociale de Pau Coupfin",69,64,"\N","\N","\N","Pau%20Coupfin","Pyr%C3%A9n%C3%A9es-Atlantiques",43.3269942,-0.7532809
"551","U6406","Epicerie sociale d'Orthez",2458,64,"\N","\N","\N","Orthez","Pyr%C3%A9n%C3%A9es-Atlantiques",43.48756,-0.7739279
"552","U6501","Centre distribution de Lourdes",4012,65,"DT DES HAUTES-PYRENEES","73","MIDI-PYRENEES","Lourdes","Hautes-Pyr%C3%A9n%C3%A9es",43.091463,-0.045726
"553","U6502","Centre distribution de Tarbes",4015,65,"DT DES HAUTES-PYRENEES","73","MIDI-PYRENEES","Tarbes","Hautes-Pyr%C3%A9n%C3%A9es",43.232951,0.078082
"554","U6503","Centre distribution de Maubourguet",4013,65,"DT DES HAUTES-PYRENEES","73","MIDI-PYRENEES","Maubourguet","Hautes-Pyr%C3%A9n%C3%A9es",43.4684669,0.035446
"555","U6504","Centre distribution Bagneres de Bigorre",4010,65,"DT DES HAUTES-PYRENEES","73","MIDI-PYRENEES","Bagneres%20Bigorre","Hautes-Pyr%C3%A9n%C3%A9es",42.9368725,0.1410922
"556","U6505","Centre de distribution Lannemezan",3969,65,"DT DES HAUTES-PYRENEES","73","MIDI-PYRENEES","Lannemezan","Hautes-Pyr%C3%A9n%C3%A9es",43.125519,0.38396
"557","U6506","Centre de distribution de Vic en Bigorre",4016,65,"\N","\N","\N","Vic%20en%20Bigorre","Hautes-Pyr%C3%A9n%C3%A9es",43.386016,0.054424
"558","U6601","Epicerie sociale de Vinca",804,66,"DD DES PYRENEES-ORIENTALES","91","LANGUEDOC-ROUSSILLON","Vinca","Pyr%C3%A9n%C3%A9es-Orientales",42.645575,2.527936
"559","U6602","Epicerie sociale de Perpignan",802,66,"DD DES PYRENEES-ORIENTALES","91","LANGUEDOC-ROUSSILLON","Perpignan","Pyr%C3%A9n%C3%A9es-Orientales",42.6886591,2.8948332
"560","U6603","Centre de distribution de Rivesaltes",2648,66,"\N","\N","\N","Rivesaltes","Pyr%C3%A9n%C3%A9es-Orientales",42.768583,2.871763
"561","U6701","Centre distribution de Saverne",817,67,"DD DU BAS-RHIN","42","ALSACE","Saverne","Bas-Rhin",48.741963,7.361647
"562","U6702","Centre de distribution d'Erstein",810,67,"\N","\N","\N","Erstein","Bas-Rhin",48.42353,7.66326
"563","U6703","Centre de distribution de Molsheim",813,67,"\N","\N","\N","Molsheim","Bas-Rhin",48.543715,7.491512
"564","U6704","Centre de distribution Strasbourg",821,67,"\N","\N","\N","Strasbourg","Bas-Rhin",48.5734053,7.7521113
"565","U6705","Centre de distribution de Wasselonne",822,67,"\N","\N","\N","Wasselonne","Bas-Rhin",48.637701,7.444554
"566","U6801","CD de Mulhouse",832,68,"\N","\N","\N","Mulhouse","Haut-Rhin",47.750839,7.335888
"567","U69","DD du Rhone 69",74,69,"DD DU RHONE","82","RHONE-ALPES","Rhone%2069","Rh%C3%B4ne",45.6402659,4.8398967
"568","U6901","FERMER - CD Villeurbanne",842,69,"DD DU RHONE","82","RHONE-ALPES","Villeurbanne","Rh%C3%B4ne",45.771944,4.8901709
"569","U6902","Centre distribution de Lyon 6",837,69,"DD DU RHONE","82","RHONE-ALPES","Lyon%206","Rh%C3%B4ne",45.7751072,4.8501975
"570","U6903","Distribution CAP Villefranche sur Saone",3945,69,"DD DU RHONE","82","RHONE-ALPES","Villefranche%20sur%20Saone","Rh%C3%B4ne",45.991471,4.718821
"571","U6904","Centre de distribution de Lyon 9",837,69,"DD DU RHONE","82","RHONE-ALPES","Lyon%209","Rh%C3%B4ne",45.7699424,4.8037184
"572","U6905","Centre de distribution de Brignais",3878,69,"DD DU RHONE","82","RHONE-ALPES","Brignais","Rh%C3%B4ne",45.674944,4.7525639
"573","U6906","Epicerie sociale Villeurbanne",842,69,"DD DU RHONE","82","RHONE-ALPES","Villeurbanne","Rh%C3%B4ne",45.771944,4.8901709
"574","U6907","Centre distrib St Laurent de Chamousset",3878,69,"DD DU RHONE","82","RHONE-ALPES","St%20Laurent%20Chamousset","Rh%C3%B4ne",45.7390552,4.4675433
"575","U6908","Centre distribution St Martin en haut",3878,69,"DD DU RHONE","82","RHONE-ALPES","St%20Martin%20en%20haut","Rh%C3%B4ne",45.660171,4.558601
"576","U6909","Samu social de Lyon",837,69,"DD DU RHONE","82","RHONE-ALPES","Lyon","Rh%C3%B4ne",45.764043,4.835659
"577","U6910","Centre de distribution Thizy les Bourgs",3945,69,"DD DU RHONE","82","RHONE-ALPES","Thizy%20les%20Bourgs","Rh%C3%B4ne",46.031842,4.309243
"578","U6911","Centre de distribution de Tarare",3945,69,"\N","\N","\N","Tarare","Rh%C3%B4ne",45.89676,4.433425
"579","U70","Distribution CAP DD Vesoul",75,70,"DD DE HAUTE-SAONE","43","FRANCHE-COMTE","Vesoul","Haute-Sa%C3%B4ne",47.619788,6.15428
"580","U7001","Centre de distribution d'Hericourt",846,70,"DD DE HAUTE-SAONE","43","FRANCHE-COMTE","Hericourt","Haute-Sa%C3%B4ne",47.57524,6.758916
"581","U7002","Centre de Distribution de Gray",845,70,"DD DE HAUTE-SAONE","43","FRANCHE-COMTE","Gray","Haute-Sa%C3%B4ne",47.445824,5.592354
"582","U7003","Centre de Distribution de Plancher les M",847,70,"DD DE HAUTE-SAONE","43","FRANCHE-COMTE","Plancher%20les%20M","Haute-Sa%C3%B4ne",47.761348,6.741447
"583","U7004","Centre de Distribution de Lure",847,70,"DD DE HAUTE-SAONE","43","FRANCHE-COMTE","Lure","Haute-Sa%C3%B4ne",47.686417,6.494274
"584","U7005","Centre distribution de Vesoul",851,70,"DD DE HAUTE-SAONE","43","FRANCHE-COMTE","Vesoul","Haute-Sa%C3%B4ne",47.619788,6.15428
"585","U7006","Centre de distribution Luxeuil les Bains",848,70,"DD DE HAUTE-SAONE","43","FRANCHE-COMTE","Luxeuil%20les%20Bains","Haute-Sa%C3%B4ne",47.8168409,6.381111
"586","U7007","Centre de distribution de Jussey",851,70,"DD DE HAUTE-SAONE","43","FRANCHE-COMTE","Jussey","Haute-Sa%C3%B4ne",47.826067,5.903272
"587","U7008","Centre de distribution St Loup sur Semou",848,70,"DD DE HAUTE-SAONE","43","FRANCHE-COMTE","St%20Loup%20sur%20Semou","Haute-Sa%C3%B4ne",47.884818,6.273477
"588","U7009","Centre distribution itinerant Haute-saon",851,70,"DD DE HAUTE-SAONE","43","FRANCHE-COMTE","itinerant%20Haute-saon","Haute-Sa%C3%B4ne",47.7569806,6.1556282
"589","U7101","EBM St Pantaleon",852,71,"DD DE SAONE-ET-LOIRE","26","BOURGOGNE","St%20Pantaleon","Sa%C3%B4ne-et-Loire",46.967137,4.31015
"590","U7102","Centre de distribution de Macon",860,71,"DD DE SAONE-ET-LOIRE","26","BOURGOGNE","Macon","Sa%C3%B4ne-et-Loire",46.3068839,4.828731
"591","U7103","Epicerie sociale de Macon",860,71,"DD DE SAONE-ET-LOIRE","26","BOURGOGNE","Macon","Sa%C3%B4ne-et-Loire",46.3068839,4.828731
"592","U7104","Samu social de Chalon sur Saone",853,71,"DD DE SAONE-ET-LOIRE","26","BOURGOGNE","Chalon%20sur%20Saone","Sa%C3%B4ne-et-Loire",46.780764,4.853947
"593","U7105","Centre de distribution Le Creusot",859,71,"DD DE SAONE-ET-LOIRE","26","BOURGOGNE","Le%20Creusot","Sa%C3%B4ne-et-Loire",46.805351,4.4278
"594","U7106","Centre de distribution Cluny",854,71,"DD DE SAONE-ET-LOIRE","26","BOURGOGNE","Cluny","Sa%C3%B4ne-et-Loire",46.428968,4.664555
"595","U7107","Centre distribution Montceau-Les-Mines",861,71,"DD DE SAONE-ET-LOIRE","26","BOURGOGNE","Montceau-Les-Mines","Sa%C3%B4ne-et-Loire",46.67413,4.362979
"596","U7108","Centre de distribution  Pierre-de-Bresse",863,71,"DD DE SAONE-ET-LOIRE","26","BOURGOGNE","Pierre-de-Bresse","Sa%C3%B4ne-et-Loire",46.886679,5.260945
"597","U7201","Centre de distribution Le Mans",870,72,"DD DE LA SARTHE","52","PAYS-DE-LA-LOIRE","Le%20Mans","Sarthe",48.00611,0.199556
"598","U7202","Centre de distribution de la Fleche",868,72,"DD DE LA SARTHE","52","PAYS-DE-LA-LOIRE","la%20Fleche","Sarthe",47.69589,-0.074646
"599","U7203","Centre de distribution Le Lude",869,72,"DD DE LA SARTHE","52","PAYS-DE-LA-LOIRE","Le%20Lu","Sarthe",44.3917554,-0.2729224
"600","U73","DD Savoie",78,73,"DT DE LA SAVOIE","82","RHONE-ALPES","Savoie","Savoie",45.274755,6.816852
"601","U7301","Centre de distribution de la Rochette",3986,73,"DT DE LA SAVOIE","82","RHONE-ALPES","la%20Rochette","Savoie",45.459423,6.1166219
"602","U7302","Distribution CAP de Modane",3991,73,"DT DE LA SAVOIE","82","RHONE-ALPES","Modane","Savoie",45.201491,6.67292
"603","U7303","Distribution CAP Chambery",3986,73,"DT DE LA SAVOIE","82","RHONE-ALPES","Chambery","Savoie",45.564601,5.917781
"604","U7304","Distribution CAP Moutiers Tarentaise",3986,73,"DT DE LA SAVOIE","82","RHONE-ALPES","Moutiers%20Tarentaise","Savoie",45.5,6.5
"605","U7305","Centre de distribution Aix les Bains",3988,73,"DT DE LA SAVOIE","82","RHONE-ALPES","Aix%20les%20Bains","Savoie",45.692341,5.908998
"606","U7306","Centre de distribution Albertville",3986,73,"DT DE LA SAVOIE","82","RHONE-ALPES","Albertville","Savoie",45.675535,6.392726
"607","U7307","Centre distribution Pont de Beauvoisin",3986,73,"DT DE LA SAVOIE","82","RHONE-ALPES","Pont%20Beauvoisin","Savoie",45.536017,5.672981
"608","U74","DD Haute Savoie",79,74,"DD DE LA HAUTE-SAVOIE","82","RHONE-ALPES","Haute%20Savoie","Haute-Savoie",45.931073,6.106563
"609","U7401","Centre distribution Anthy sur Leman",888,74,"DD DE LA HAUTE-SAVOIE","82","RHONE-ALPES","Anthy%20sur%20Leman","Haute-Savoie",46.355143,6.426859
"610","U7402","Centre distribution La Roche sur Foron",886,74,"DD DE LA HAUTE-SAVOIE","82","RHONE-ALPES","La%20Roche%20sur%20Foron","Haute-Savoie",46.067072,6.312039
"611","U7403","Samu social de Thonon les Bains",888,74,"DD DE LA HAUTE-SAVOIE","82","RHONE-ALPES","Thonon%20les%20Bains","Haute-Savoie",46.373565,6.477635
"612","U7404","Centre de distribution d'Annecy",883,74,"DD DE LA HAUTE-SAVOIE","82","RHONE-ALPES","Annecy","Haute-Savoie",45.899247,6.129384
"613","U7405","Epicerie sociale Rumilly",883,74,"DD DE LA HAUTE-SAVOIE","82","RHONE-ALPES","Rumilly","Haute-Savoie",45.867137,5.942357
"614","U7501","Epicerie sociale de Paris 15",903,75,"DD DE PARIS","11","ILE-DE-FRANCE","Paris%2015","Paris",48.8421616,2.2927665
"615","U7502","Samu social de Paris 15",903,75,"DD DE PARIS","11","ILE-DE-FRANCE","Paris%2015","Paris",48.8421616,2.2927665
"616","U7503","Epicerie sociale de Paris 12",900,75,"DD DE PARIS","11","ILE-DE-FRANCE","Paris%2012","Paris",48.8293647,2.4265406
"617","U7601","Centre de distribution Fecamp",3946,76,"DD DE LA SEINE-MARITIME","23","HAUTE-NORMANDIE","Fecamp","Seine-Maritime",49.755601,0.380774
"618","U7602","A DEFINIR (CAP)",914,76,"DD DE LA SEINE-MARITIME","23","HAUTE-NORMANDIE","NON RENSEIGNE","Seine-Maritime",NA,NA
"619","U7603","FERME Centre distribution Dieppe",914,76,"DD DE LA SEINE-MARITIME","23","HAUTE-NORMANDIE","distribution%20Dieppe","Seine-Maritime",49.922992,1.077483
"620","U7604","Centre de Distrib. Havre Pre Fleuri",923,76,"DD DE LA SEINE-MARITIME","23","HAUTE-NORMANDIE","Distrib.%20Havre%20Pre%20Fleuri","Seine-Maritime",49.922992,1.077483
"621","U7605","Centre de Distribution Havre Aplemont",923,76,"DD DE LA SEINE-MARITIME","23","HAUTE-NORMANDIE","Havre%20Aplemont","Seine-Maritime",49.5100716,0.161399
"622","U7606","Centre de Distribution Havre Briand",923,76,"DD DE LA SEINE-MARITIME","23","HAUTE-NORMANDIE","Havre%20Briand","Seine-Maritime",49.500479,0.138415
"623","U7607","Centre distribution Saint Romain",923,76,"DD DE LA SEINE-MARITIME","23","HAUTE-NORMANDIE","Saint%20Romain","Seine-Maritime",49.54389,0.35972
"624","U7608","Centre distribution Havre Lamartine",923,76,"DD DE LA SEINE-MARITIME","23","HAUTE-NORMANDIE","Havre%20Lamartine","Seine-Maritime",49.4918594,0.1422664
"625","U7609","Centre de distribution de Lillebonne",3949,76,"DD DE LA SEINE-MARITIME","23","HAUTE-NORMANDIE","Lillebonne","Seine-Maritime",49.5188773,0.5344584
"626","U7610","Centre distribution Gournay en Bray",922,76,"DD DE LA SEINE-MARITIME","23","HAUTE-NORMANDIE","Gournay%20en%20Bray","Seine-Maritime",49.4826616,1.7245633
"627","U7611","Centre distribution Criquetot Hesneval",3946,76,"DD DE LA SEINE-MARITIME","23","HAUTE-NORMANDIE","Criquetot%20Hesneval","Seine-Maritime",49.643405,0.265907
"628","U7612","Centre de distribution d'Eu",3948,76,"DD DE LA SEINE-MARITIME","23","HAUTE-NORMANDIE","Eu","Seine-Maritime",50.04887,1.419597
"629","U7613","Centre de distribution de Fauville",3949,76,"\N","\N","\N","Fauville","Seine-Maritime",49.652007,0.591646
"630","U7701","Centre de distribution Nemours",3956,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","Nemours","Seine-et-Marne",48.267043,2.692611
"631","U7702","Centre de distribution de Meaux",944,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","Meaux","Seine-et-Marne",48.9562018,2.8884657
"632","U7703","Centre distribution de Montereau",947,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","Montereau","Seine-et-Marne",48.384734,2.956193
"633","U7704","Centre distribution La Ferte ss Jouarre",3957,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","La%20Ferte%20ss%20Jouarre","Seine-et-Marne",48.950507,3.130059
"634","U7705","Centre de distribution de Combs la Ville",930,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","Combs%20la%20Ville","Seine-et-Marne",48.66602,2.55769
"635","U7706","Centre distribution de Verneuil-l'Etang",3958,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","Verneuil-l%27Etang","Seine-et-Marne",48.645057,2.835813
"636","U7707","Centre de distribution de Mormant",3958,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","Mormant","Seine-et-Marne",48.610984,2.888184
"637","U7708","Centre de distribution de Guignes",3958,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","Guignes","Seine-et-Marne",48.637206,2.797427
"638","U7709","Centre distribution Donnemarie-Dontilly",937,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","Donnemarie-Dontilly","Seine-et-Marne",48.4779709,3.123497
"639","U7710","A DEFINIR - Entrepot",930,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","-%20","Seine-et-Marne",48.841082,2.999366
"640","U7711","Centre distribution de Melun",945,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","Melun","Seine-et-Marne",48.542105,2.6554
"641","U7712","Centre de distribution de Rebais",3957,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","Rebais","Seine-et-Marne",48.8466,3.23182
"642","U7714","Centre de distribution Tournan en Brie",955,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","Tournan%20en%20Brie","Seine-et-Marne",48.7398899,2.7657824
"643","U7719","Centre de distribution de Fontainebleau",3956,77,"DD DE LA SEINE-ET-MARNE","11","ILE-DE-FRANCE","Fontainebleau","Seine-et-Marne",48.404676,2.70162
"644","U7720","Centre de distribution Fontenay Tresigny",3958,77,"\N","\N","\N","Fontenay%20Tresigny","Seine-et-Marne",48.706897,2.866479
"645","U78","DD Yvelines",83,78,"DD DES YVELINES","11","ILE-DE-FRANCE","Yvelines","Yvelines",48.722694,1.8228348
"646","U7801","Epicerie Sociale Chatou",960,78,"DD DES YVELINES","11","ILE-DE-FRANCE","Chatou","Yvelines",48.896391,2.160098
"647","U7802","Entrepot de Maurepas",971,78,"DD DES YVELINES","11","ILE-DE-FRANCE","Maurepas","Yvelines",48.7623589,1.945326
"648","U7803","Epicerie de Trappes",971,78,"DD DES YVELINES","11","ILE-DE-FRANCE","Trappes","Yvelines",48.776731,2.001844
"649","U7804","Epicerie sociale d'Elancourt",971,78,"DD DES YVELINES","11","ILE-DE-FRANCE","Elancourt","Yvelines",48.782907,1.960077
"650","U7805","FERME CD Montigny Bretonneux",971,78,"DD DES YVELINES","11","ILE-DE-FRANCE","Montigny%20Bretonneux","Yvelines",48.7738734,2.0360157
"651","U7806","Samu social de Guyancourt",971,78,"DD DES YVELINES","11","ILE-DE-FRANCE","Guyancourt","Yvelines",48.762895,2.075323
"652","U7807","Centre de distribution VIROFLAY",982,78,"DD DES YVELINES","11","ILE-DE-FRANCE","VIROFLAY","Yvelines",48.79966,2.173231
"653","U7808","Centre de distribution de Versailles",980,78,"DD DES YVELINES","11","ILE-DE-FRANCE","Versailles","Yvelines",48.801408,2.130122
"654","U7809","Centre distribution La Celle Saint Cloud",966,78,"DD DES YVELINES","11","ILE-DE-FRANCE","La%20Celle%20Saint%20Cloud","Yvelines",48.849766,2.132504
"655","U7810","Centre de distribution de Meulan",972,78,"DD DES YVELINES","11","ILE-DE-FRANCE","Meulan","Yvelines",49.008107,1.916319
"656","U7811","Centre de distribution de Chevreuse",961,78,"DD DES YVELINES","11","ILE-DE-FRANCE","Chevreuse","Yvelines",48.707733,2.0406559
"657","U7812","Centre de distribution de Poissy",974,78,"DD DES YVELINES","11","ILE-DE-FRANCE","Poissy","Yvelines",48.929584,2.046982
"658","U7901","Centre distribution de Parthenay",987,79,"DD DES DEUX-SEVRES","54","POITOU-CHARENTES","Parthenay","Deux-S%C3%A8vres",46.648825,-0.251441
"659","U7902","Epicerie sociale de St Maixent-l'Ecole",988,79,"DD DES DEUX-SEVRES","54","POITOU-CHARENTES","St%20Maixent-l%27Ecole","Deux-S%C3%A8vres",46.413165,-0.20341
"660","U7903","Epicerie sociale de Prahecq",986,79,"DD DES DEUX-SEVRES","54","POITOU-CHARENTES","Prahecq","Deux-S%C3%A8vres",46.258947,-0.345221
"661","U7904","Epicerie sociale de Niort",986,79,"DD DES DEUX-SEVRES","54","POITOU-CHARENTES","Niort","Deux-S%C3%A8vres",46.323716,-0.464777
"662","U7905","Centre distribution de Bressuire",983,79,"DD DES DEUX-SEVRES","54","POITOU-CHARENTES","Bressuire","Deux-S%C3%A8vres",46.84246,-0.492866
"663","U7906","Centre distribution de Thouars",989,79,"DD DES DEUX-SEVRES","54","POITOU-CHARENTES","Thouars","Deux-S%C3%A8vres",46.976154,-0.216803
"664","U7907","Epicerie sociale de Chef-Boutonne",985,79,"DD DES DEUX-SEVRES","54","POITOU-CHARENTES","Chef-Boutonne","Deux-S%C3%A8vres",46.110408,-0.073412
"665","U7908","Epicerie sociale de Melle",985,79,"DD DES DEUX-SEVRES","54","POITOU-CHARENTES","Melle","Deux-S%C3%A8vres",46.223492,-0.142904
"666","U7910","Epicerie sociale de Thouars",84,79,"DD DES DEUX-SEVRES","54","POITOU-CHARENTES","Thouars","Deux-S%C3%A8vres",46.976154,-0.216803
"667","U80","DD de la Somme",85,80,"DD DE LA SOMME","22","PICARDIE","Somme","Somme",48.5830582,7.7748814
"668","U8001","Centre de distribution d'Amiens",992,80,"DD DE LA SOMME","22","PICARDIE","Amiens","Somme",49.894067,2.295753
"669","U8002","Espace bebe maman d'Amiens",992,80,"DD DE LA SOMME","22","PICARDIE","Amiens","Somme",49.894067,2.295753
"670","U8003","Centre de distribution Abbeville",990,80,"DD DE LA SOMME","22","PICARDIE","Abbeville","Somme",50.105467,1.836833
"671","U8004","Distribution CAP de Roye",1002,80,"DD DE LA SOMME","22","PICARDIE","Roye","Somme",49.697797,2.788831
"672","U8005","Accueil de jour Amiens",992,80,"DD DE LA SOMME","22","PICARDIE","Amiens","Somme",49.894067,2.295753
"673","U8006","A DEFINIR",992,80,"DD DE LA SOMME","22","PICARDIE","NON RENSEIGNE","Somme",NA,NA
"674","U8007","Centre distribution de Chaulnes",993,80,"DD DE LA SOMME","22","PICARDIE","Chaulnes","Somme",49.818782,2.7986749
"675","U8008","Centre de distribution de Peronne",1000,80,"DD DE LA SOMME","22","PICARDIE","Peronne","Somme",49.933071,2.933353
"676","U8009","Centre de distribution de Ham",996,80,"DD DE LA SOMME","22","PICARDIE","Ham","Somme",49.74845,3.072472
"677","U8010","Centre de distribution de Rue",1003,80,"DD DE LA SOMME","22","PICARDIE","Rue","Somme",50.27248,1.667315
"678","U8011","Centre de distribution de Bernaville",995,80,"DD DE LA SOMME","22","PICARDIE","Bernaville","Somme",50.130552,2.1645979
"679","U8012","Centre de distribution de Rosieres",1001,80,"DD DE LA SOMME","22","PICARDIE","Rosieres","Somme",49.812932,2.702128
"680","U8013","Centre distribution de Nesle",999,80,"DD DE LA SOMME","22","PICARDIE","Nesle","Somme",49.757425,2.910174
"681","U8014","Centre distribution de Montdidier",998,80,"DD DE LA SOMME","22","PICARDIE","Montdidier","Somme",49.647007,2.566932
"682","U8015","Centre distribution de Doullens",995,80,"DD DE LA SOMME","22","PICARDIE","Doullens","Somme",50.157413,2.341069
"683","U8016","Centre de distribution Amiens Mozart",992,80,"DD DE LA SOMME","22","PICARDIE","Amiens%20Mozart","Somme",49.9124964,2.303919
"684","U81","DD du Tarn",86,81,"DD DU TARN","73","MIDI-PYRENEES","Tarn","Tarn",43.943209,2.075366
