Code U2A;Libellé U2A;Action menée;Adresse;latitude;longitude;result_address;result_score;result_type;result_id
U4605;Distribution de CAP de Souillac;Distribution de chèques;MAISON COMMUNAUTAIRE BRAMEFOND  46200 SOUILLAC;;;;;;
U4606;Distribution de CAP de Luzech;Distribution de chèques;546 route d'Albas   46140 UZECH;;;;;;
U47;DD Lot-et-Garonne;Distribution de chèques;148, Place LAMENNAIS   47000 AGEN;44.207189;0.613026;148 Place Lamennais 47000 Agen;0.93;housenumber;47001_2220_456ca9
U4701;Centre de distribution Marmande;Centre de Distribution Alimentaire;Square DE VERDUN   47200 Marmande;;;;;;
U4702;Samu social de Tonneins;Samu social;IMMEUBLE DE TAPOL - SALLE N° 12 Rue SAINTE-CROIX  47400 TONNEINS;44.390145;0.307725;12 Rue Sainte-Croix 47400 Tonneins;0.5;housenumber;47310_1090_252024
U4703;Samu social de Marmande;Samu social;Square DE VERDUN   47200 MARMANDE;;;;;;
U4704;Centre de distribution d'Agen;Centre de Distribution Alimentaire;148, Place LAMENNAIS   47000 AGEN;44.207189;0.613026;148 Place Lamennais 47000 Agen;0.93;housenumber;47001_2220_456ca9
U4705;Distribution CAP Tonneins;Distribution de chèques;IMMEUBLE DE TAPOL rue Sainte-Croix  47400 TONNEINS;;;;;;
U4706;Centre de distribution de Villereal;Centre de Distribution Alimentaire;Route DE MONPAZIER   47210 VILLEREAL;44.63669;0.755887;Route de Monpazier, BRUS 47210 Villeréal;0.79;locality;47324_B027_7693f9
U4707;Centre de distribution d'Aiguillon;Centre de Distribution Alimentaire;salle Lunac Rue SABATTE  47190 AIGUILLON;;;;;;
U4708;Samu social d'Agen;Samu social;148, Place LAMENNAIS   47000 AGEN;44.207189;0.613026;148 Place Lamennais 47000 Agen;0.93;housenumber;47001_2220_456ca9
U4709;Samu de Villeneuve sur Lot;Samu social;28, Rue DU TOUT Y CROIT   47300 Villeneuve sur Lot;44.410013;0.701707;28 Rue Tout Y Croit 47300 Villeneuve-sur-Lot;0.87;housenumber;47323_6150_df8b28
U4710;Centre distribution Villeneuve sur Lot;Centre de Distribution Alimentaire;28, Rue DU TOUT Y CROIT   47300 VILLENEUVE SUR LOT;44.410013;0.701707;28 Rue Tout Y Croit 47300 Villeneuve-sur-Lot;0.87;housenumber;47323_6150_df8b28
U4711;Centre de distribution de Tonneins;Centre de Distribution Alimentaire;ETAPE Place de la manufacture  47400 TONNEINS;44.392545;0.310216;Place de la Manufacture 47400 Tonneins;0.8;street;47310_0680_09ead6
U4712;Centre de distribution de Miramont;Centre de Distribution Alimentaire;Square Victor Hugo BAT 5A  47800 MIRAMONT DE GUYENNE;;;;;;
U4713;Espace Parent/Enfant de Nérac;Espace bébé maman;rue François Baudy-Centre Samaze   47600 Nerac;44.137978;0.339106;Rue François Baudy 47600 Nérac;0.63;street;47195_0400_da365d
U4714;Centre de distribution de Castillonnès;Centre de Distribution Alimentaire;51 grand'rue   47330 Castillonnès;44.65328;0.591158;51 Grand-Rue 47330 Castillonnès;0.92;housenumber;47057_0040_c28e4d
U4715;A DEFINIR;Centre de Distribution Alimentaire;28 Rue Tout Y Croît   47300 Villeneuve-sur-Lot;44.410013;0.701707;28 Rue Tout Y Croit 47300 Villeneuve-sur-Lot;0.93;housenumber;47323_6150_df8b28
U4801;Centre distribution Saint Chély d'Apcher;Centre de Distribution Alimentaire;19 rue du Pontet  BP 03 48200 Saint Chély d'Apcher;44.803276;3.273215;Rue du Pontet 48200 Saint-Chély-d'Apcher;0.75;street;48140_0760_fe4283
U4802;Centre de distribution Langogne;Centre de Distribution Alimentaire;Foyer personnes âgées et isolées  2 rue Felix Viallet 48300 LANGOGNE;44.727509;3.855565;2 Rue Félix Viallet 48300 Langogne;0.47;housenumber;48080_0262_77738e
U4803;Centre distribution la Canourgue;Centre de Distribution Alimentaire;49 avenue des Gorges du Tarn   48500 LA CANOURGUE;44.429275;3.218145;49 Avenue des Gorges du Tarn 48500 La Canourgue;0.93;housenumber;48034_0059_4153f4
U4804;Centre distribution de Mende;Centre de Distribution Alimentaire;14 Avenue Foch   48000 Mende;44.518069;3.494555;14 Avenue Maréchal Foch 48000 Mende;0.7;housenumber;48095_0790_da33eb
U49;Distribution CAP DD Maine et Loire;Distribution de chèques;1 rue Joubert   49100 ANGERS;47.472541;-0.545275;1 Rue Joubert 49100 Angers;0.94;housenumber;49007_4410_54be6c
U4901;Centre de distribution de Saumur;Centre de Distribution Alimentaire;Croix Rouge Française Délégation locale de Saumur. rue Dacier 49400 SAUMUR;;;;;;
U4902;Centre distribution d'Angers;Centre de Distribution Alimentaire;1 RUE JOUEERT   49100 ANGERS;47.472541;-0.545275;1 Rue Joubert 49100 Angers;0.8;housenumber;49007_4410_54be6c
U50;DD de la Manche;Distribution de chèques;52, Place DU CHAMP DE MARS   50000 St Lô;49.117146;-1.085633;52 Place du Champ de Mars 50000 Saint-Lô;0.83;housenumber;50502_0570_7a3486
U5001;Centre distribution de Périers;Centre de Distribution Alimentaire;Avenue DE LA GARE   50190 Périers;49.18579;-1.410233;Avenue de la Gare 50190 Périers;0.92;street;50394_XXXX_679f0e
U5002;Centre distribution de Saint Lô;Centre de Distribution Alimentaire;26, Rue DU DOCTEUR LETURC   50000 ST LO;49.114633;-1.088603;26 Rue du Docteur Leturc 50000 Saint-Lô;0.82;housenumber;50502_0855_988e06
U5003;Centre distribution de Valognes;Centre de Distribution Alimentaire;avenue du 8 mai 1945   50700 VALOGNES;49.502447;-1.467381;8 Avenue du Huit Mai 1945 50700 Valognes;0.76;housenumber;50615_0685_ee035d
U5004;Centre distribution de Cherbourg;Centre de Distribution Alimentaire;14-16, Impasse Dorival   50100 CHERBOURG OCTEVILLE;49.639176;-1.626826;16 Impasse Dorival 50100 Cherbourg-Octeville;0.86;housenumber;50129_0720_38d34f
U5005;Samu social de Cherbourg;Samu social;14-16, Impasse Dorival   50100 CHERBOURG;49.639176;-1.626826;16 Impasse Dorival 50100 Cherbourg-Octeville;0.67;housenumber;50129_0720_38d34f
U5006;Point alimentation bébé de Granville;Point alimentation bébé;rue de la Gare   50400 Granville;48.838602;-1.588072;Avenue de la Gare 50400 Granville;0.78;street;50218_0513_d86b87
U5007;Espace bébé maman d'Avranches;Point alimentation bébé;5 Rue Saint-Saturnin   50300 Avranches;48.685028;-1.360948;5 Rue Saint-Saturnin 50300 Avranches;0.93;housenumber;50025_1200_221e1b
U5008;Centre de distribution Coutances;Centre de Distribution Alimentaire;50 Rue des Tanneries Prodhommes   50200 Coutances;49.05281;-1.439606;Rue des Tanneries Prodhommes 50200 Coutances;0.87;street;50147_1720_869c8f
U5009;Centre de distribution Sourdeval;Centre de Distribution Alimentaire;Rue Alexandre Mauduit   50150 Sourdeval;48.725736;-0.915962;Rue Alexandre Mauduit 50150 Sourdeval;0.92;street;50582_0020_4b39a0
U5101;FERMER CD de Reims;Centre de Distribution Alimentaire;26 rue Houzeau Murion   51100 REIMS;49.254979;4.044666;26 Rue Houzeau Muiron 51100 Reims;0.78;housenumber;51454_4620_fd5e4e
U5102;Centre distribution Chalons en Champagne;Centre de Distribution Alimentaire;45 bis Avenue du Genaral De Gaul   51000 CHALONS EN CHAMPAGNE;48.947934;4.372446;45BIS Avenue du Général Charles de Gaulle 51000 Châlons-en-Champagne;0.73;housenumber;51108_XXXX_f8304a
U5201;Centre distribution de Chaumont;Centre de Distribution Alimentaire;24 rue de Platanes   52000 CHAUMONT;48.10061;5.136918;24 Rue des Platanes 52000 Chaumont;0.85;housenumber;52121_1787_a1f82b
U5202;Centre de distribution de Joinville;Centre de Distribution Alimentaire;37 rue Diderot Antenne de Joinville  52300 Joinville;48.440491;5.137188;37 Rue Diderot 52300 Joinville;0.54;housenumber;52250_0760_280cd9
U5203;Centre distribution de Saint Dizier;Centre de Distribution Alimentaire;4 rue Edouard Chambre   52100 Saint Dizier;48.641229;4.941564;4 Rue Édouard Chambre 52100 Saint-Dizier;0.93;housenumber;52448_0612_0f3bfd
U5301;Centre de distribution de Laval;Centre de Distribution Alimentaire;116A rue de Nantes  BP 90126 53001 LAVAL;48.065139;-0.77996;116A Rue de Nantes 53000 Laval;0.64;housenumber;53130_3770_7c4afe
U5401;Centre de distribution de Jarny;Centre de Distribution Alimentaire;12, Rue Anatole France   54800 Jarny;49.163556;5.869743;12 Rue Anatole France 54800 Jarny;0.91;housenumber;54273_0070_dab119
U5402;Centre distribution Dombasle sur Meurthe;Centre de Distribution Alimentaire;chemin du Béhard   54110 Dombasle sur Meurthe;48.618009;6.350855;Rue du Behard 54110 Dombasle-sur-Meurthe;0.73;street;54159_0064_cdd33b
U5403;Centre distribution St Nicolas de Port;Centre de Distribution Alimentaire;Espace François Mitterrand rue Georges Rémy  54210 St Nicolas de Port;;;;;;
U5404;Centre distribution de Varangéville;Centre de Distribution Alimentaire;Salle des fêtes 9 rue Gambetta  54110 Varangeville;48.634354;6.313177;9 Rue Gambetta 54110 Varangéville;0.61;housenumber;54549_0180_ed7c00
U5405;Centre distribution Rosière aux Salines;Centre de Distribution Alimentaire;1 Chemin du Ravel   54110 Rosières aux Salines;48.598895;6.336238;1 Chemin du Ravel 54110 Rosières-aux-Salines;0.91;housenumber;54462_0960_8f68ff
U5406;Centre distribution de Longuyon;Centre de Distribution Alimentaire;24 rue de Deauville   54260 Longuyon;49.44689;5.600421;24 Rue de Deauville 54260 Longuyon;0.92;housenumber;54322_0170_18515f
U5407;Centre de distribution de Nancy;Centre de Distribution Alimentaire;19, Rue DE RIGNY   54000 NANCY;48.692688;6.169155;19 Rue de Rigny 54000 Nancy;0.94;housenumber;54395_4430_e1d2d3
U5408;Centre distribution de Luneville;Centre de Distribution Alimentaire;7, Rue TROUILLET   54300 LUNEVILLE;48.586276;6.487746;7 Rue Monseigneur Trouillet 54300 Lunéville;0.67;housenumber;54329_XXXX_3baa01
U5409;Centre distribution de Pont à Mousson;Centre de Distribution Alimentaire;14, Rue DU 26° B.C.P.   54700  PONT A MOUSSON;;;;;;
U5410;Distribution CAP d'Auboué;Distribution de chèques;2 rue du 11 Novembre 1918   54580 Auboué;49.211706;5.975441;2 Rue du 11 Novembre 54580 Auboué;0.79;housenumber;54028_XXXX_9176a7
U5411;Epicerie sociale de Longwy;Epicerie sociale;24 rue du Colonel Merlin   54400 Longwy;49.517575;5.770106;24 Rue du Colonel Merlin 54400 Longwy;0.92;housenumber;54323_0400_e00e56
U5412;Centre de Distribution de Toul;Centre de Distribution Alimentaire;2 rue des anciens combattants d'Indochine  54200 Toul;48.672316;5.892887;2 Rue des Anciens Combattants d'Indochine 54200 Toul;0.92;housenumber;54528_XXXX_b5c138
U5413;Centre de Distribution de Frouard;Centre de Distribution Alimentaire;rue du Professeur Colin   54390 FROUARD;48.759018;6.132272;Rue du Professeur Rémy Collin 54390 Frouard;0.78;street;54215_0370_bff93c
U55;DD de la Meuse;Distribution de chèques;18, Rue HENRI DUNANT   55000 BAR LE DUC;48.774127;5.159217;18 Rue Henri Dunant 55000 Bar-le-Duc;0.93;housenumber;55029_XXXX_478f89
U5501;Centre de distribution de Bar le Duc;Centre de Distribution Alimentaire;20 rue du Bourg   55000 Bar le Duc;48.774408;5.158974;20 Rue du Bourg 55000 Bar-le-Duc;0.94;housenumber;55029_0120_eda110
U5502;FERMER CD de St Mihiel;Centre de Distribution Alimentaire;3 place des Alliés Délégation locale de St Mihiel  55300  BP 77 Saint Mihiel;48.889791;5.541413;3 Place des Alliés 55300 Saint-Mihiel;0.46;housenumber;55463_0030_35e72b
U5503;Centre de distribution de Commercy;Centre de Distribution Alimentaire;1 rue Monplaisir   55200 Commercy;48.760792;5.58577;1 Rue Monplaisir 55200 Commercy;0.93;housenumber;55122_0530_c717af
U5504;Distribution CAP de Revigny;Distribution de chèques;7 rue Victor Hugo Délégation locale de Revigny  55800 Revigny;48.819765;4.987982;7 Avenue Victor Hugo 55800 Revigny-sur-Ornain;0.37;housenumber;55427_0555_06c5da
U5505;Centre de distribution d'Etain;Centre de Distribution Alimentaire;2 rue Lataye Délégation locale de la Croix Ro  55400 Etain;;;;;;
U5506;Centre de distribution de Verdun;Centre de Distribution Alimentaire;18 rue St Louis Délégation locale de Verdun  55100 Verdun;49.157457;5.382807;18 Rue Saint-Louis 55100 Verdun;0.42;housenumber;55545_1250_b30aa4
U5507;FERMER CD Vaucouleurs;Centre de Distribution Alimentaire;10 place d'armes   55140 VAUCOULEURS;48.600682;5.665941;10 Place d'Armes 55140 Vaucouleurs;0.92;housenumber;55533_0004_db34a7
U56;DD du Morbihan;Distribution de chèques;21 route de Nantes   56860 SENE;47.653708;-2.735403;21 Route de Nantes 56860 Séné;0.91;housenumber;56243_0130_dc63de
U5601;Distribution CAP de Questembert;Distribution de chèques;5 route de Péaule   56230 Questembert;47.661952;-2.461562;Rue Paul Valéry 56230 Questembert;0.47;street;56184_3419_d96d26
U5602;Distribution de CAP de Lorient;Distribution de chèques;6-8 rue François Robin   56100 LORIENT;47.751612;-3.380022;8 Rue François Robin 56100 Lorient;0.88;housenumber;56121_2177_dd55d9
U5603;Distribution CAP de Quiberon;Distribution de chèques;13 place du Varquez    ;47.482435;-3.122647;13 Place du Varquez 56170 Quiberon;0.51;housenumber;56186_1430_6c7961
U5604;Samu social de Lorient;Samu social;6-8 rue François Robin   56100 LORIENT;47.751612;-3.380022;8 Rue François Robin 56100 Lorient;0.88;housenumber;56121_2177_dd55d9
U5605;Samu social de Vannes;Samu social;23 route de Nantes   56860 SENE;47.653662;-2.735256;23 Route de Nantes 56860 Séné;0.91;housenumber;56243_0130_dc63de
U5606;Point alimentation bébé de Vannes;Point alimentation bébé;23 route de Nantes Croix-rouge française  56860 SENE;;;;;;
U5607;Distribution de CAP de Vannes;Distribution de chèques;23 route de Nantes   56860 SENE;47.653662;-2.735256;23 Route de Nantes 56860 Séné;0.91;housenumber;56243_0130_dc63de
U5608;Point alimentation bébé de Lorient;Point alimentation bébé;6-8 rue François Robin   56100 LORIENT;47.751612;-3.380022;8 Rue François Robin 56100 Lorient;0.88;housenumber;56121_2177_dd55d9
U5609;Distribution CAP de Ploermel;Distribution de chèques;26 rue du Général Leclerc   56800 PLOERMEL;47.92843;-2.39748;26 Rue du Général Leclerc 56800 Ploërmel;0.92;housenumber;56165_0161_2fec04
U57;DD de la Moselle;Distribution de chèques;17 place St Glossinde   57000 METZ;49.113198;6.173619;17 Place Sainte-Glossinde 57000 Metz;0.74;housenumber;57463_6240_4d81e1
U5701;Centre de distribution de Sarralbe;Centre de Distribution Alimentaire;rue Saint-Philippe   57430 SARRALBE;49.000161;7.028669;Rue Saint-Philippe 57430 Sarralbe;0.92;street;57628_1300_5e327a
U5702;Epicerie sociale de Sarrebourg;Epicerie sociale;Unité locale 1 RUE BASSE  57400 SARREBOURG;48.735389;7.050713;1 Rue Basse 57400 Sarrebourg;0.63;housenumber;57630_0040_a6cc48
U5703;Centre de distribution d'Uckange;Centre de Distribution Alimentaire;rue Anatole France   57270 UCKANGE;49.299639;6.151305;Rue Anatole France 57270 Uckange;0.91;street;57683_0025_12c54a
U5704;Centre de distribution de Fontoy;Centre de Distribution Alimentaire;Ecole du centre Rue de Metz  57650 Fontoy;49.347194;6.006361;Rue de Metz 57650 Fontoy;0.55;street;57226_0420_f789f5
U5705;Centre distribution de Hagondange;Centre de Distribution Alimentaire;137, Rue DE METZ   57300 HAGONDANGE;49.245275;6.170019;137 Rue de Metz 57300 Hagondange;0.92;housenumber;57283_0480_b1f0a1
U5706;FERMER CD de Boulay;Centre de Distribution Alimentaire;9, Rue DU GENERAL NEWINGER   57220 BOULAY;49.178944;6.495304;9 Rue Général Newinger 57220 Boulay-Moselle;0.71;housenumber;57097_0155_06f07e
U5707;FERMER CD de Bouzonville;Centre de Distribution Alimentaire;3, Place DU GENERAL DE GAULLE   57320 Bouzonville;49.290093;6.535483;3 Place du Général de Gaulle 57320 Bouzonville;0.92;housenumber;57106_0415_5181a9
U5708;Distribution CAP de Creutzwald;Distribution de chèques;2A, Rue de la Trimouille   57150 CREUTZWALD;49.196876;6.702799;2A Rue de la Trimouille 57150 Creutzwald;0.91;housenumber;57160_1575_6292af
U5709;Distribution CAP Ars sur Moselle;Distribution de chèques;4 rue Poincarré   57130 ARS SUR MOSELLE;49.076695;6.076146;4 Rue Poincaré 57130 Ars-sur-Moselle;0.9;housenumber;57032_0460_66a59c
U5710;Distribution CAP Metz;Distribution de chèques;17, Place SAINTE GLOSSINDE   57000 METZ;49.113198;6.173619;17 Place Sainte-Glossinde 57000 Metz;0.94;housenumber;57463_6240_4d81e1
U5711;FERMER CD de Metz;Centre de Distribution Alimentaire;26 rue des Marronniers   57070 METZ;49.134084;6.215548;26 Rue des Marronniers 57070 Metz;0.94;housenumber;57463_4297_50f3da
U5712;Centre distribution de Audun le Tiche;Centre de Distribution Alimentaire;10 rue Maréchal Foch   57390 Audun le Tiche;49.472718;5.957222;10 Rue du Maréchal Foch 57390 Audun-le-Tiche;0.85;housenumber;57038_0280_5a42b2
U5713;Centre de distribution de Guénange;Centre de Distribution Alimentaire;11 boulevard du Pont   57310 Guénange;49.298546;6.197717;11 Boulevard du Pont 57310 Guénange;0.91;housenumber;57269_0540_355b3c
U5714;Centre distribution de Sierck les Bains;Centre de Distribution Alimentaire;24 rue l'Europe   57480 Sierck les Bains;49.446348;6.367427;24 Rue de l'Europe 57480 Sierck-les-Bains;0.85;housenumber;57650_0150_f27ff5
U5715;Centre distribution de St Avold;Centre de Distribution Alimentaire;1, Route DE PORCELETTE   57503 St Avold;49.126148;6.699974;Route de Porcelette 57500 Saint-Avold;0.67;street;57606_1519_cdb143
U5716;Centre distribution de Dieuze;Centre de Distribution Alimentaire;114, Chemin DU CALVAIRE   57260 DIEUZE;48.809134;6.722305;114 Chemin du Calvaire 57260 Dieuze;0.92;housenumber;57177_0260_098433
U5717;Distribution CAP de Forbach;Distribution de chèques;15, Rue de Remsing   57600 FORBACH;49.182229;6.893282;15 Rue de Remsing 57600 Forbach;0.93;housenumber;57227_0960_16130d
U5718;Distribution CAP de Sarreguemines;Distribution de chèques;22, Rue FULRAD   57200 Sarreguemines;49.119755;7.072904;22 Rue Fulrad 57200 Sarreguemines;0.93;housenumber;57631_0620_542977
U5719;Centrre de distribution de Morhange;Centre de Distribution Alimentaire;1 avenue du Leclerc   57340 Morhange;48.923333;6.638626;1 Avenue du Maréchal Leclerc 57340 Morhange;0.72;housenumber;57483_0242_7cace7
U5720;Centre distribution de Yutz;Centre de Distribution Alimentaire;23 avenue comte de Bertier   57100 thionville;49.369078;6.169169;23 Avenue Comte de Bertier 57100 Thionville;0.94;housenumber;57672_0690_93214d
U5721;Entrepot de Thionville;Entrepôt pour aide matérielle;14 et 16 rue cormontaigne   57100 THIONVILLE;49.352134;6.174098;16 Rue Cormontaigne 57100 Thionville;0.79;housenumber;57672_0730_e7fb0d
U5722;Epicerie sociale de Metz;Epicerie sociale;26 rue des maronniers   57070 Metz;49.134084;6.215548;26 Rue des Marronniers 57070 Metz;0.91;housenumber;57463_4297_50f3da
U5901;Centre de distribution de Denain;Centre de Distribution Alimentaire;18 rue du Président Allende   59220 Denain;50.328417;3.385407;18 Rue Salvador Allende 59220 Denain;0.51;housenumber;59172_XXXX_8edd52
U5902;Centre de distribution de Lille;Centre de Distribution Alimentaire;10-12 place Dampierre   59000 LILLE;50.622766;3.078531;12 Place Guy de Dampierre 59000 Lille;0.7;housenumber;59350_4302_336ef2
U5903;Centre de distribution de Wattignies;Centre de Distribution Alimentaire;Centre social du Blanc-Riez Rue du Petit Bois  59139 Wattignies;50.592532;3.046496;Rue du Blanc Riez 59139 Wattignies;0.5;street;59648_0022_098c13
U5904;Centre de distribution de Templemars;Centre de Distribution Alimentaire;Maison de la Solidarité rue Edouard Watrelot  59175 TEMPLEMARS;;;;;;
U5905;Centre distribution Roubaix;Centre de Distribution Alimentaire;25 rue du Pays   59100 ROUBAIX;50.694545;3.173379;25 Rue du Pays 59100 Roubaix;0.92;housenumber;59512_4340_70106f
U5906;Centre de distribution Houplin-Ancoisne;Centre de Distribution Alimentaire;Maison des Solidarités 324 rue Roger Salengro  59263 HOUPLIN ANCOISNE;50.561547;3.004547;324 Rue Roger Salengro 59263 Houplin-Ancoisne;0.6;housenumber;59316_0640_6f8939
U5907;Centre de distribution de Bailleuil;Centre de Distribution Alimentaire;23 Arnouldstraete   59270 BAILLEUL;50.736108;2.735957;23 Arnould Straete 59270 Bailleul;0.84;housenumber;59043_XXXX_14249b
U5908;Centre de distribution de Thumeries;Centre de Distribution Alimentaire;2 place du Général Leclerc   59239 Thumeries;50.479615;3.054138;2 Place du Général Leclerc 59239 Thumeries;0.91;housenumber;59592_XXXX_cf6cdf
U5909;Centre distribution de Dunkerque;Centre de Distribution Alimentaire;27 Rue Marengo   59140 DUNKERQUE;51.031362;2.381266;27 Rue Marengo 59140 Dunkerque;0.93;housenumber;59183_1110_d3bcc8
U5910;Centre de distribution St Amand les Eaux;Centre de Distribution Alimentaire;101 rue du faubourg de Tournai Espace Silodarite Raymont Bede  59230 Saint Amand les Eaux;;;;;;
U5911;Centre de distribution de Maubeuge;Centre de Distribution Alimentaire;60 rue Jeanne d'Arc  BP 80174 Espace Victor Hugo  59600 Maubeuge;;;;;;
U5912;Centre distribution St-André-Lez-Lille;Centre de Distribution Alimentaire;182 rue général Leclerc   59350 Saint-André-Lez-Lille;50.666128;3.050129;182 Rue du Général Leclerc 59350 Saint-André-lez-Lille;0.86;housenumber;59527_0410_0acecb
U5913;Centre de distribution de Douai;Centre de Distribution Alimentaire;98 RUE DE MARCHIENNES   59500 DOUAI;50.378617;3.088678;98 Rue de Marchiennes 59500 Douai;0.93;housenumber;59178_2750_7adeeb
U5914;Centre distribution de Caudry;Centre de Distribution Alimentaire;16, rue de Belfort   59540 CAUDRY;50.119952;3.404593;16 Rue de Belfort 59540 Caudry;0.92;housenumber;59139_0180_831394
U5915;Centre de distribution de Valenciennes;Centre de Distribution Alimentaire;2 RUE MIRLAND   59300 Valenciennes;50.350367;3.512072;2 Rue René Mirland 59300 Valenciennes;0.8;housenumber;59606_3250_434160
U5916;Centre de distribution de Cambrai;Centre de Distribution Alimentaire;Grand rue Fénelon   59400 CAMBRAI;50.176571;3.228231;Grand-Rue Fénelon 59400 Cambrai;0.93;street;59122_1300_13aa12
U5917;Centre de distribution de Tourcoing;Centre de Distribution Alimentaire;2 rue de la vigne   59200 TOURCOING;50.720168;3.141701;2 Rue de la Vigne 59200 Tourcoing;0.93;housenumber;59599_5620_45e0ec
U5918;Centre de distribution de Hautmont;Centre de Distribution Alimentaire;3 rue thiers   59330 HAUTMONT;50.250213;3.920628;3 Rue Thiers 59330 Hautmont;0.93;housenumber;59291_1210_b59b1c
U5919;Epicerie sociale de Lille;Epicerie sociale;10-12 place Guy de Dampierre   59000 LILLE;50.622766;3.078531;12 Place Guy de Dampierre 59000 Lille;0.87;housenumber;59350_4302_336ef2
U5920;Centre de distribution de Jeumont;Centre de Distribution Alimentaire;85 rue Louis Pasteur   59460 JEUMONT;50.29558;4.107173;85 Rue Pasteur 59460 Jeumont;0.75;housenumber;59324_0410_fd5924
U60;DD de l'Oise;Distribution de chèques;30 rue des Censives   60000 TILLE;49.455086;2.096714;Avenue des Censives 60000 Tillé;0.7;street;60639_0045_312b2e
U6001;Centre de distribution de Mouy;Centre de Distribution Alimentaire;129 rue de Noeud   60250 MOUY;49.323244;2.315621;129 Rue de Noeud 60250 Mouy;0.93;housenumber;60439_0415_e455d8
U6002;Centre de distribution de Creil;Centre de Distribution Alimentaire;10 rue Marcel Philippe   60100 CREIL;49.260119;2.478132;10 Rue Marcel Philippe 60100 Creil;0.92;housenumber;60175_0760_e14e3a
U6003;Distribution de CAP Compiégne;Centre de Distribution Alimentaire;16, Rue LE FERON   60200 COMPIEGNE;49.419137;2.827457;16 Rue le Féron 60200 Compiègne;0.93;housenumber;60159_2130_24df71
U6004;Distribution CAP Noyon;Distribution de chèques;33, Rue DE PARIS   60402 NOYON;49.57993;2.996994;33 Rue de Paris 60400 Noyon;0.8;housenumber;60471_1070_52fba3
U6005;Distribution CAP Senlis;Distribution de chèques;72, Rue du Moulin Saint Rieul   60300 SENLIS;49.214199;2.592719;72 Rue du Moulin Saint-Rieul 60300 Senlis;0.93;housenumber;60612_0905_1bb179
U6006;Distribution CAP de Noailles;Distribution de chèques;18 place du marché   60430 NOAILLES;49.328989;2.200856;18 Place du Marche 60430 Noailles;0.92;housenumber;60462_0100_afc83c
U6007;Distribution CAP de Nanteuil;Distribution de chèques;rue du Moulin Ferry Bât Péguy  60440 Nanteuil;49.13714;2.8162;Rue du Moulin Ferry 60440 Nanteuil-le-Haudouin;0.56;street;60446_0253_15b4ca
U6008;Distribution CAP de Crépy en Valois;Distribution de chèques;9 bis bd Victor Hugo   60800 Crépy en Valois;49.231793;2.888212;Boulevard Victor Hugo 60800 Crépy-en-Valois;0.65;street;60176_1100_be09ef
U6009;Distribution CAP de Beauvais;Distribution de chèques;Boulevard Aristide Briand   60000 Beauvais;49.42655;2.07999;Boulevard Aristide Briand 60000 Beauvais;0.94;street;60057_0280_326cb2
U61;DD de l'Orne;Centre de Distribution Alimentaire;3-5 rue de l'Isle   61000 ALENCON;48.427402;0.089918;5 Rue de l'Isle 61000 Alençon;0.88;housenumber;61001_1460_58bf16
U6101;Distribution CAP Mortagne au Perche;Distribution de chèques;Croix Rouge Française Délegation locale Rue du Faubourg St Eloi 61400 Mortagne au Perche;;;;;;
U6102;Centre de distribution d'Alençon;Centre de Distribution Alimentaire;3 rue de l'Isle.   61000 ALENCON;48.427394;0.089782;3 Rue de l'Isle 61000 Alençon;0.94;housenumber;61001_1460_58bf16
U6103;A DEFINIR;Centre de Distribution Alimentaire;   61400 MORTAGNE AU PERCHE;48.519727;0.547273;Mortagne-au-Perche;0.72;town;61293
U62;DD Pas-de-Calais;Centre de Distribution Alimentaire;15 rue du Général Barbot   62000 ARRAS;50.290655;2.769707;15 Rue du Général Barbot 62000 Arras;0.93;housenumber;62041_1810_86627b
U6201;Centre distribution de Saint Omer;Centre de Distribution Alimentaire;32, Rue ALLENT   62500 Saint Omer;50.751624;2.2576;32 Rue Allent 62500 Saint-Omer;0.93;housenumber;62765_0070_6e079e
U6202;Centre distribution de Boulogne sur mer;Centre de Distribution Alimentaire;12, Rue PERROCHEL   62200 BOULOGNE SUR MER;50.720923;1.606645;12 Rue de Perrochel 62200 Boulogne-sur-Mer;0.87;housenumber;62160_1044_f7a21f
U6203;Centre de distribution Montreuil;Centre de Distribution Alimentaire;  5 rue de la Chaîne 62170 Montreuil sur Mer;50.463444;1.762336;5 Rue de la Chaîne 62170 Montreuil;0.75;housenumber;62588_0180_0390a9
U6204;Centre distribution de Lens;Centre de Distribution Alimentaire;176 rue Van Pelt   62300 Lens;50.430654;2.845914;176 Avenue Alfred Van Pelt 62300 Lens;0.6;housenumber;62498_0090_e5aa1a
U6205;Centre de distribution d'Arras;Centre de Distribution Alimentaire;17 rue du Général Barbot   62000 Arras;50.290565;2.769502;17 Rue du Général Barbot 62000 Arras;0.93;housenumber;62041_1810_86627b
U6206;Centre de distribution de Liévin;Centre de Distribution Alimentaire;176 Avenue Jean Jaurès   62800 LIEVIN;50.424319;2.790261;Avenue Jean Jaurès 62800 Liévin;0.82;street;62510_1890_1564ee
U6207;Centre distribution de Calais;Centre de Distribution Alimentaire;71 rue Magenta   62101 Calais;48.075492;-0.764235;71 Rue Magenta 53000 Laval;0.45;housenumber;53130_3440_f3a583
U6208;Centre distribution Bruay la Buissière;Centre de Distribution Alimentaire;57 Bd Basly   62700 Bruay la Buissiere;50.482462;2.537097;57 Boulevard Émile Basly 62700 Bruay-la-Buissière;0.65;housenumber;62178_XXXX_61d601
