ville;departement;ota;coord.lat;coord.lng
Pagny%20sur%20Moselle;Meurthe-et-Moselle;FALSE;48.983326;6.021831
Piennes;Meurthe-et-Moselle;FALSE;49.305627;5.784325
Pompey;Meurthe-et-Moselle;FALSE;48.765715;6.122699
Pont%20%C3%A0%20Mousson;Meurthe-et-Moselle;FALSE;48.90329;6.054868
Point%20Sain%20Vincent;Meurthe-et-Moselle;FALSE;48.624236;6.090273
Rosi%C3%A8res%20aux%20Salines;Meurthe-et-Moselle;FALSE;48.595365;6.332949
Thiaucourt;Meurthe-et-Moselle;FALSE;48.953911;5.865459
Thil;Meurthe-et-Moselle;FALSE;49.474454;5.904327
Toul;Meurthe-et-Moselle;FALSE;48.678296;5.890159
Tucquegnieux;Meurthe-et-Moselle;FALSE;49.3108549;5.899536
Val%20et%20Chatillon;Meurthe-et-Moselle;FALSE;48.559393;6.965345
Vandoeuvre;Meurthe-et-Moselle;FALSE;48.661118;6.17376
Villerupt;Meurthe-et-Moselle;FALSE;49.470163;5.930146
Bar%20le%20Duc;Meuse;FALSE;48.773605;5.158238
Commercy;Meuse;FALSE;48.763802;5.592348
Damvillers;Meuse;FALSE;49.342526;5.399975
Dun%20sur%20Meuse;Meuse;FALSE;49.384119;5.184923
Etain;Meuse;FALSE;49.2175831;5.6166101
Gondrecourt%20le%20Ch%C3%A2teau;Meuse;FALSE;48.512438;5.506159
Ligny%20en%20Barrois;Meuse;FALSE;48.68827;5.32397
Revigny%20sur%20Ornain;Meuse;FALSE;48.828221;4.987392
St%20Mihiel;Meuse;FALSE;48.88855;5.541657
Vaucouleurs;Meuse;FALSE;48.601914;5.66551
Verdun;Meuse;FALSE;49.1598764;5.3844231
Auray;Morbihan;FALSE;47.666491;-2.983767
Belle%20ile;Morbihan;FALSE;47.3364213;-3.1810427
Guemene;Morbihan;FALSE;48.067206;-3.207894
Guer;Morbihan;FALSE;47.903725;-2.120086
Hennebont;Morbihan;FALSE;47.802625;-3.275811
Le%20Faouet;Morbihan;FALSE;48.032362;-3.490045
Lorient;Morbihan;FALSE;47.7482524;-3.3702449
Mauron;Morbihan;FALSE;48.083875;-2.283582
Muzillac;Morbihan;FALSE;47.553903;-2.482314
Nivillac;Morbihan;FALSE;47.532395;-2.283569
Ploemeur;Morbihan;FALSE;47.735695;-3.42714
Ploermel;Morbihan;FALSE;47.929254;-2.396846
Pontivy;Morbihan;FALSE;48.066152;-2.967056
Port%20Louis;Morbihan;FALSE;47.708392;-3.356342
Questembert;Morbihan;FALSE;47.6601039;-2.4506579
Quiberon;Morbihan;FALSE;47.482133;-3.121053
Sarzeau;Morbihan;FALSE;47.527684;-2.768463
Vannes;Morbihan;FALSE;47.658236;-2.760847
Ars-sur-moselle;Moselle;FALSE;49.076395;6.0755
Boulay;Moselle;FALSE;49.184543;6.4981099
Bouzonville;Moselle;FALSE;49.290564;6.536161
Ch%C3%A2teau-Salins;Moselle;FALSE;48.820138;6.507137
Dieuze;Moselle;FALSE;48.810313;6.71757
Fameck;Moselle;FALSE;49.304436;6.1025919
Gangrange;Moselle;FALSE;49.342759;6.046863
Hagondange;Moselle;FALSE;49.25418;6.168126
Hayange;Moselle;FALSE;49.329827;6.062166
Maizieres-les-Metz;Moselle;FALSE;49.2102519;6.160064
Marange%20Silvange;Moselle;FALSE;49.214295;6.1148049
Metz%20Borny;Moselle;FALSE;49.113891;6.2271825
Metz%20Nord;Moselle;FALSE;49.1361151;6.1677394
Metz%20Sud;Moselle;FALSE;49.2565045;6.1466608
Ottange;Moselle;FALSE;49.441228;6.017698
Ste%20Marie%20aux%20Ch%C3%AAnes;Moselle;FALSE;49.193103;6.0053219
Sierck%20les%20Bains;Moselle;FALSE;49.442631;6.361008
Thionville;Moselle;FALSE;49.357571;6.168426
Yutz;Moselle;FALSE;49.357276;6.200101
Brinon%20sur%20Beuvron;Ni%C3%A8vre;FALSE;47.281987;3.491048
Cercy%20la%20Tour;Ni%C3%A8vre;FALSE;46.869834;3.645471
Chateau%20Chinon;Ni%C3%A8vre;FALSE;47.0536878;3.9487094
Chatillon%20en%20Bazois;Ni%C3%A8vre;FALSE;47.052461;3.655934
Clamecy;Ni%C3%A8vre;FALSE;47.459605;3.518769
Corbigny;Ni%C3%A8vre;FALSE;47.257618;3.684328
Cosne%20sur%20Loire;Ni%C3%A8vre;FALSE;47.41022;2.925037
Decize;Ni%C3%A8vre;FALSE;46.828583;3.461317
Donzy%20Fourchambault;Ni%C3%A8vre;FALSE;47.014448;3.082998
Fours;Ni%C3%A8vre;FALSE;46.817548;3.718992
Guerigny;Ni%C3%A8vre;FALSE;47.087589;3.194024
Imphy;Ni%C3%A8vre;FALSE;46.933826;3.260495
La%20Charit%C3%A9%20sur%20Loire;Ni%C3%A8vre;FALSE;47.177091;3.018014
La%20Machine;Ni%C3%A8vre;FALSE;46.888942;3.467131
Lormes;Ni%C3%A8vre;FALSE;47.289076;3.817653
Luzy;Ni%C3%A8vre;FALSE;46.789103;3.96985
Moulins%20Engilbert;Ni%C3%A8vre;FALSE;46.988137;3.809422
Nevers;Ni%C3%A8vre;FALSE;46.990896;3.162845
Pougues%20les%20Eaux;Ni%C3%A8vre;FALSE;47.072803;3.101573
Premery;Ni%C3%A8vre;FALSE;47.175361;3.330424
St%20Benin%20D%27Azy;Ni%C3%A8vre;FALSE;46.999749;3.392751
St%20Leger%20des%20Vignes;Ni%C3%A8vre;FALSE;46.839172;3.451338
St%20Pierre%20le%20Moutier;Ni%C3%A8vre;FALSE;46.790119;3.117429
St%20Saulge;Ni%C3%A8vre;FALSE;47.103641;3.512025
Tannay;Ni%C3%A8vre;FALSE;47.3666089;3.590982
Varzy;Ni%C3%A8vre;FALSE;47.358735;3.388036
Allennes-Les-Marais;Nord;FALSE;50.537157;2.952225
Annoeullin;Nord;FALSE;50.529722;2.931557
Armentieres;Nord;FALSE;50.691652;2.884218
Auby%20-Bauvin-%20Beuvry-la-for%C3%AAt;Nord;FALSE;50.459349;3.286256
Bondues;Nord;FALSE;50.709069;3.0996959
Comines;Nord;FALSE;50.7650099;3.006234
Croix;Nord;FALSE;50.67732;3.148719
Cuincy;Nord;FALSE;50.382014;3.044337
Cysoing;Nord;FALSE;50.567672;3.215868
Dechy;Nord;FALSE;50.3535276;3.1255428
Douai%20%284%20centres%29;Nord;FALSE;50.3758546;3.0136036
Estaires%2FLa%20Gorgue;Nord;FALSE;50.6577363;2.6807624
Estrees;Nord;FALSE;50.30103;3.071125
Faches%20Thumesnil;Nord;FALSE;50.602642;3.06953
Ferin-sur-courchelettes;Nord;FALSE;50.358092;3.0765043
Flers-en-Escrebieux;Nord;FALSE;50.397772;3.061237
Flines-les-Raches;Nord;FALSE;50.426894;3.182975
Guesnain;Nord;FALSE;50.348584;3.147943
Halluin;Nord;FALSE;50.782824;3.127845
Haubourdin;Nord;FALSE;50.60953;2.984736
Hellemmes;Nord;FALSE;50.6312585;3.1114773
Hem;Nord;FALSE;50.654867;3.18881
La%20Bass%C3%A9e;Nord;FALSE;50.539237;2.810181
La%20Madeleine;Nord;FALSE;50.654836;3.073511
Lallaing;Nord;FALSE;50.391058;3.169263
Lambersat;Nord;FALSE;50.652468;3.026676
Lauwin%20Planque;Nord;FALSE;50.390242;3.045871
Lesquin;Nord;FALSE;50.590851;3.111239
Lewarde;Nord;FALSE;50.336684;3.168224
Lezennes;Nord;FALSE;50.614964;3.117055
Lille%20%2811%20centres%29;Nord;FALSE;50.6546278;3.1189622
Linselles;Nord;FALSE;50.739197;3.080101
Lomme;Nord;FALSE;50.6464173;2.9853856
Lys-les-Lamois;Nord;FALSE;50.3851246;3.2642436
Marchiennes;Nord;FALSE;50.407869;3.28058
Marcq%20en%20Baroeul-%20Marquette;Nord;FALSE;50.6863306;3.0762407
Mons%20en%20Baroeul;Nord;FALSE;50.642006;3.107673
Montigny%20en%20Ostrevent;Nord;FALSE;50.366481;3.186042
Mouvaux;Nord;FALSE;50.702318;3.132008
Nieppe;Nord;FALSE;50.7045167;2.8391839
Orchies;Nord;FALSE;50.4745;3.2428
Ostricourt;Nord;FALSE;50.454025;3.031247
Pecquencourt;Nord;FALSE;50.375524;3.212056
Raimbeaucourt;Nord;FALSE;50.440028;3.100906
Ronchin;Nord;FALSE;50.605934;3.078683
Roncq;Nord;FALSE;50.746301;3.115632
Roost%20Warandin;Nord;FALSE;50.418593;3.102195
Roubaix%20%284%20centres%29;Nord;FALSE;50.6376965;3.0676327
Sainghin-en-Weppes;Nord;FALSE;50.562895;2.899697
Seclin;Nord;FALSE;50.545332;3.026566
Sin-le-Noble;Nord;FALSE;50.365851;3.114329
Templeuve;Nord;FALSE;50.532278;3.171776
Tourcoing%20%284%20centres%29;Nord;FALSE;50.3851246;3.2642436
Villeneuve-D%27ascq%20%282%20centres%29;Nord;FALSE;50.6105422;3.2285951
Wahagnies;Nord;FALSE;50.486398;3.03574
Wasquehal;Nord;FALSE;50.669276;3.130782
Wattrelos%20%282%20centres%29;Nord;FALSE;50.7027438;3.2181947
Wavrin;Nord;FALSE;50.56928;2.9308709
WaziersMaraude%20%C3%A0%20Lille%20%28du%20lundi%20au%20vendredi%29;Nord;FALSE;50.3851246;3.2642436
Auneuil;Oise;FALSE;49.369749;2.00072
Beauvais;Oise;FALSE;49.4295387;2.0807123
Breteuil;Oise;FALSE;49.6340519;2.29562
Breuil%20Le%20Sec;Oise;FALSE;49.375869;2.450619
Bury;Oise;FALSE;49.313173;2.342477
Chaumont-en-Vexin;Oise;FALSE;49.2621619;1.882324
Compi%C3%A8gne;Oise;FALSE;49.417816;2.826145
Crevecoeur-Le-Grand;Oise;FALSE;49.607696;2.076203
Formerie;Oise;FALSE;49.65046;1.729766
Froissy;Oise;FALSE;49.567255;2.221463
Grandvilliers;Oise;FALSE;49.665342;1.939705
Guiscard;Oise;FALSE;49.657427;3.052042
La%20croix%20St%20Ouen;Oise;FALSE;49.355285;2.786658
Lassigny;Oise;FALSE;49.587592;2.841003
Longueil%20Annel;Oise;FALSE;49.469048;2.86389
Marseille%20en%20Beauvaisis;Oise;FALSE;49.575536;1.955389
Meru;Oise;FALSE;49.236009;2.13544
Noailles;Oise;FALSE;49.3291969;2.2000768
Noyon;Oise;FALSE;49.580166;3.0007229
Pont%20Ste%20Maxence;Oise;FALSE;49.301412;2.6048429
Ribecourt;Oise;FALSE;49.4924061;2.9111476
Thourotte;Oise;FALSE;49.47858;2.883769
Alen%C3%A7on;Orne;FALSE;48.432856;0.091266
Argentan;Orne;FALSE;48.744001;-0.016566
Gac%C3%A9;Orne;FALSE;48.79582;0.295245
Flers;Orne;FALSE;48.750059;-0.575794
La%20Fert%C3%A9%20Mac%C3%A9;Orne;FALSE;48.589377;-0.356027
L%27Aigle;Orne;FALSE;48.764651;0.628715
St%20Langis%20Les%20Mortagne;Orne;FALSE;48.5124179;0.537417
Allouagne;Pas-de-Calais;FALSE;50.530996;2.505508
Aire%20sur%20la%20Lys;Pas-de-Calais;FALSE;50.638757;2.396187
Annay%20sous%20Lens;Pas-de-Calais;FALSE;50.423346;2.878997
Annezin%20les%20B%C3%A9thune;Pas-de-Calais;FALSE;50.5160005;2.6361806
Auchel;Pas-de-Calais;FALSE;50.50765;2.46916
Auchy%20les%20mines;Pas-de-Calais;FALSE;50.510693;2.785233
Barlin;Pas-de-Calais;FALSE;50.456766;2.616972
B%C3%A9thune;Pas-de-Calais;FALSE;50.531036;2.63926
Beuvry;Pas-de-Calais;FALSE;50.522368;2.680904
Billy%20Berclau;Pas-de-Calais;FALSE;50.520053;2.859659
Billy%20Montigny;Pas-de-Calais;FALSE;50.415238;2.906792
Bruay%20la%20Buissi%C3%A8re;Pas-de-Calais;FALSE;50.483113;2.543206
Bully%20les%20Mines;Pas-de-Calais;FALSE;50.446598;2.720937
Calonne-Ricouart;Pas-de-Calais;FALSE;50.488665;2.486084
Carvin;Pas-de-Calais;FALSE;50.491515;2.958107
Courcelle%20les%20Lens;Pas-de-Calais;FALSE;50.418241;3.018628
Courri%C3%A8res;Pas-de-Calais;FALSE;50.458378;2.946283
Divion;Pas-de-Calais;FALSE;50.472062;2.503804
Dourges;Pas-de-Calais;FALSE;50.43783;2.984979
Douvrin;Pas-de-Calais;FALSE;50.510541;2.83204
Eleu%20dit%20Leauwette;Pas-de-Calais;FALSE;50.415603;2.817175
Estevelles;Pas-de-Calais;FALSE;50.4775442;2.9106774
Estree%20Blanche;Pas-de-Calais;FALSE;50.59377;2.321288
Evin%20Malmaison;Pas-de-Calais;FALSE;50.438439;3.034047
Fouqui%C3%A8res%20les%20Lens;Pas-de-Calais;FALSE;50.429896;2.913182
Grenay;Pas-de-Calais;FALSE;50.449353;2.743681
Gonnehem;Pas-de-Calais;FALSE;50.561554;2.574082
Haillicourt;Pas-de-Calais;FALSE;50.474691;2.5843569
Haisnes%20la%20Bass%C3%A9e;Pas-de-Calais;FALSE;50.5039651;2.7751326
Harnes;Pas-de-Calais;FALSE;50.452176;2.909221
Henin%20Beaumont;Pas-de-Calais;FALSE;50.420087;2.94728
Hersin%20Coupigny;Pas-de-Calais;FALSE;50.449464;2.649828
Houdain;Pas-de-Calais;FALSE;50.454039;2.539116
Hulluch;Pas-de-Calais;FALSE;50.485235;2.817686
Leforest;Pas-de-Calais;FALSE;50.437822;3.062109
Lens%20Dumas;Pas-de-Calais;FALSE;50.4358763;2.788161
Lens%20St%20Barbe;Pas-de-Calais;FALSE;50.4261894;2.814951
Libercourt;Pas-de-Calais;FALSE;50.483457;3.003076
Lievin;Pas-de-Calais;FALSE;50.417921;2.775222
Lillers;Pas-de-Calais;FALSE;50.564129;2.4806309
Loison%20sur%20Lens;Pas-de-Calais;FALSE;50.4374156;2.8468976
Loos%20en%20Gohelle;Pas-de-Calais;FALSE;50.45791;2.792788
Marles%20les%20Mines;Pas-de-Calais;FALSE;50.501909;2.505802
Mazingarbes;Pas-de-Calais;FALSE;50.481089;2.67173
Meurchin;Pas-de-Calais;FALSE;50.494922;2.896783
Montigny%20en%20Goelle;Pas-de-Calais;FALSE;50.428189;2.9270679
Noeux%20les%20mines;Pas-de-Calais;FALSE;50.481212;2.662174
Norrent%20Fontes;Pas-de-Calais;FALSE;50.5845119;2.41101
noyelles%20Godault;Pas-de-Calais;FALSE;50.419942;2.994524
Pont%20%C3%A0%20Vendin;Pas-de-Calais;FALSE;50.478661;2.889669
Sains%20en%20Gohelle;Pas-de-Calais;FALSE;50.452309;2.683207
St%20Venant;Pas-de-Calais;FALSE;50.62391;2.548672
Salluamines;Pas-de-Calais;FALSE;50.421504;2.857594
Vendins%20les%20B%C3%A9thune;Pas-de-Calais;FALSE;50.541796;2.608593
Vendin%20le%20vieil;Pas-de-Calais;FALSE;50.475517;2.865986
Verquin;Pas-de-Calais;FALSE;50.501236;2.641838
Violaines;Pas-de-Calais;FALSE;50.540066;2.787382
Wingles;Pas-de-Calais;FALSE;50.494578;2.852404
Ambert;Puy-de-D%C3%B4me;FALSE;45.549532;3.739308
Bourg%20lastic;Puy-de-D%C3%B4me;FALSE;45.647838;2.558958
Brassac%20les%20mines;Puy-de-D%C3%B4me;FALSE;45.413829;3.330797
Clermont%20Ferrand;Puy-de-D%C3%B4me;FALSE;45.777222;3.087025
Cournon%20d%27Auvergne;Puy-de-D%C3%B4me;FALSE;45.741532;3.198177
Courpiere;Puy-de-D%C3%B4me;FALSE;45.754178;3.538632
issoire;Puy-de-D%C3%B4me;FALSE;45.54151;3.248128
La%20Bourboule;Puy-de-D%C3%B4me;FALSE;45.587241;2.738992
La%20Combelle;Puy-de-D%C3%B4me;FALSE;45.440081;3.308946
Lezoux;Puy-de-D%C3%B4me;FALSE;45.828422;3.379528
Maringues;Puy-de-D%C3%B4me;FALSE;45.921308;3.328281
Pontgibaud;Puy-de-D%C3%B4me;FALSE;45.831664;2.852928
Pont%20du%20Ch%C3%A2teau;Puy-de-D%C3%B4me;FALSE;45.796936;3.2485909
Riom;Puy-de-D%C3%B4me;FALSE;45.8939949;3.114932
Rochefort;Puy-de-D%C3%B4me;FALSE;45.930392;2.873898
St%20Amand%20tallende;Puy-de-D%C3%B4me;FALSE;45.669289;3.107825
St%20Eloy%20les%20Mines;Puy-de-D%C3%B4me;FALSE;46.161138;2.835108
Thiers;Puy-de-D%C3%B4me;FALSE;45.857907;3.545177
Vic%20le%20Comte;Puy-de-D%C3%B4me;FALSE;45.643476;3.243412
Ahyerre;Pyr%C3%A9n%C3%A9es-Atlantiques;FALSE;43.392112;-1.253503
Anglet;Pyr%C3%A9n%C3%A9es-Atlantiques;FALSE;43.481402;-1.514699
Maul%C3%A9on;Pyr%C3%A9n%C3%A9es-Atlantiques;FALSE;43.470373;-1.513858
Mourenx;Pyr%C3%A9n%C3%A9es-Atlantiques;FALSE;43.368262;-0.620552
Oloron%20Ste%20Marie%20-Orthez;Pyr%C3%A9n%C3%A9es-Atlantiques;FALSE;43.194413;-0.605292
Pau;Pyr%C3%A9n%C3%A9es-Atlantiques;FALSE;43.2951;-0.370797
Salies%20de%20B%C3%A9arne;Pyr%C3%A9n%C3%A9es-Atlantiques;FALSE;43.470556;-0.924854
St%20Jean%20de%20Luz;Pyr%C3%A9n%C3%A9es-Atlantiques;FALSE;43.388051;-1.663055
St%20Jean%20Pied%20de%20Port;Pyr%C3%A9n%C3%A9es-Atlantiques;FALSE;43.163141;-1.23811
St%20Talais;Pyr%C3%A9n%C3%A9es-Atlantiques;FALSE;43.327408;-1.032999
Argeles%20Gazot;Hautes-Pyr%C3%A9n%C3%A9es;FALSE;43.005028;-0.101087
Arreau;Hautes-Pyr%C3%A9n%C3%A9es;FALSE;42.904958;0.35926
Bagn%C3%A8res%20de%20Bigorre;Hautes-Pyr%C3%A9n%C3%A9es;FALSE;43.065093;0.1491049
Borderes%20sur%20l%27Echez;Hautes-Pyr%C3%A9n%C3%A9es;FALSE;43.258786;0.050739
Lannemezan;Hautes-Pyr%C3%A9n%C3%A9es;FALSE;43.125519;0.38396
Lourdes;Hautes-Pyr%C3%A9n%C3%A9es;FALSE;43.091463;-0.045726
Luz%20St%20Sauveur;Hautes-Pyr%C3%A9n%C3%A9es;FALSE;42.873542;-0.002869
Semeac-%20Tarbes%20%282%20centres%20dont%201%20RestoB%C3%A9b%C3%A9%29;Hautes-Pyr%C3%A9n%C3%A9es;FALSE;43.0193924;0.1494988
Vic%20en%20Bigorre;Hautes-Pyr%C3%A9n%C3%A9es;FALSE;43.386016;0.054424
Am%C3%A9lie%20les%20Bains;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.4708259;2.6644884
Banyuls%20dels%20Aspres;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.566686;2.865981
Canet;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.706091;3.009898
C%C3%A9ret;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.485952;2.748826
Font%20Romeu;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.5182933;2.0322172
Ille%20sur%20t%C3%AAt;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.670989;2.62125
Matemale;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.587281;2.119207
Maury;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.811253;2.593028
Saint%20Andr%C3%A9;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.551997;2.970853
Saint%20Cyprien;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.61783;3.004182
Saint%20Laurent%20de%20la%20Salanque;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.773217;2.989793
Osseja;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.415214;1.980758
Perpignan%20Centre;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.6380527;2.9524949
Perpignan%20Mailloles;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.6849879;2.8789111
Perpignan%20Polygone%20Nord;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.7372056;2.8901388
Perpignan%20St%20Assiscle;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.6937565;2.8701803
Pia;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.746371;2.916621
Port%20Vendres;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.518487;3.106592
Prades;Pyr%C3%A9n%C3%A9es-Orientales;FALSE;42.617718;2.423231
Bischeim;Bas-Rhin;FALSE;48.608714;7.767612
Cronenbourg;Bas-Rhin;FALSE;48.603653;7.734747
Erstein;Bas-Rhin;FALSE;48.42353;7.66326
Haguenau;Bas-Rhin;FALSE;48.813288;7.79125
Hautepierre;Bas-Rhin;FALSE;48.5951746;7.6977445
lingolsheim;Bas-Rhin;FALSE;48.554457;7.681749
Meinau;Bas-Rhin;FALSE;48.5496713;7.7515795
Neuhof;Bas-Rhin;FALSE;48.5411168;7.7714255
Ostwald;Bas-Rhin;FALSE;48.5434709;7.71023
Robertsau;Bas-Rhin;FALSE;48.6110495;7.798468
Schiltigheim;Bas-Rhin;FALSE;48.605226;7.748453
Selestat;Bas-Rhin;FALSE;48.259386;7.454241
Wasselonne;Bas-Rhin;FALSE;48.637701;7.444554
Broque;Bas-Rhin;FALSE;48.47374;7.211801
Saverne;Bas-Rhin;FALSE;48.741963;7.361647
Cernay;Haut-Rhin;FALSE;47.807124;7.176532
Colmar;Haut-Rhin;FALSE;48.0793589;7.358512
Liepvre;Haut-Rhin;FALSE;48.271035;7.282129
Masevaux%20Mulhouse;Haut-Rhin;FALSE;47.7687329;7.0054577
Munster;Haut-Rhin;FALSE;48.041385;7.137154
Neuf%20Brisach;Haut-Rhin;FALSE;48.018091;7.530145
Orbey;Haut-Rhin;FALSE;48.126275;7.16026
Rouffach;Haut-Rhin;FALSE;47.957064;7.299417
St%20Amarin;Haut-Rhin;FALSE;47.873919;7.031154
Saint%20Louis;Haut-Rhin;FALSE;47.5859949;7.563934
Sainte%20Croix%20aux%20Mines;Haut-Rhin;FALSE;48.2624604;7.2261398
Sainte%20Marie%20aux%20mines;Haut-Rhin;FALSE;48.2457179;7.182224
Seppoins%20le%20bas;Haut-Rhin;FALSE;47.536374;7.17609
Soultz;Haut-Rhin;FALSE;47.886349;7.229983
Thann;Haut-Rhin;FALSE;47.810702;7.102382
Wittenheim;Haut-Rhin;FALSE;47.81077;7.339439
L%27Arbresle;Rh%C3%B4ne;FALSE;45.834999;4.614934
Beaujeu;Rh%C3%B4ne;FALSE;46.158237;4.580456
Brignais;Rh%C3%B4ne;FALSE;45.674944;4.7525639
Bron;Rh%C3%B4ne;FALSE;45.733316;4.911927
Decines;Rh%C3%B4ne;FALSE;45.771896;4.955991
Oullins;Rh%C3%B4ne;FALSE;45.711926;4.80066
Givors%20Grigny;Rh%C3%B4ne;FALSE;45.6010168;4.7886395
Lyon%20Perrache;Rh%C3%B4ne;FALSE;45.749532;4.82681
Lyon%20Croix%20Rousse%20Caluire;Rh%C3%B4ne;FALSE;45.7791709;4.8267758
Lyon%20Jean%20Mac%C3%A9;Rh%C3%B4ne;FALSE;45.745727;4.842122
Lyon%20Gorge%20du%20Loup;Rh%C3%B4ne;FALSE;45.766224;4.805008
La%20Duchere;Rh%C3%B4ne;FALSE;45.7857793;4.7943115
Meyzieu;Rh%C3%B4ne;FALSE;45.766821;5.003658
Neuville%20sur%20Sa%C3%B4ne;Rh%C3%B4ne;FALSE;45.876133;4.8410209
Pierre%20Benite;Rh%C3%B4ne;FALSE;45.703204;4.824651
Rillieux%20la%20pape;Rh%C3%B4ne;FALSE;45.819655;4.897126
St%20Fons;Rh%C3%B4ne;FALSE;45.708874;4.853374
St%20Priest;Rh%C3%B4ne;FALSE;45.698938;4.947071
St%20Symphorien%20sur%20Coise;Rh%C3%B4ne;FALSE;45.636092;4.459054
Tarare;Rh%C3%B4ne;FALSE;45.89676;4.433425
Vaux%20en%20Velin;Rh%C3%B4ne;FALSE;45.782029;4.922661
Venissieux;Rh%C3%B4ne;FALSE;45.699594;4.8844649
Villefranche;Rh%C3%B4ne;FALSE;45.991471;4.718821
Villeurbanne;Rh%C3%B4ne;FALSE;45.771944;4.8901709
Gray;Haute-Sa%C3%B4ne;FALSE;47.445824;5.592354
H%C3%A9ricourt;Haute-Sa%C3%B4ne;FALSE;47.57524;6.758916
Jussey;Haute-Sa%C3%B4ne;FALSE;47.826067;5.903272
Lure;Haute-Sa%C3%B4ne;FALSE;47.686417;6.494274
Luxeuil%20les%20Bains;Haute-Sa%C3%B4ne;FALSE;47.8168409;6.381111
Port%20sur%20Sa%C3%B4ne;Haute-Sa%C3%B4ne;FALSE;47.688693;6.042595
Rioz;Haute-Sa%C3%B4ne;FALSE;47.425273;6.069263
Ronchamp;Haute-Sa%C3%B4ne;FALSE;47.700254;6.633119
St%20Loup%20sur%20Semouse;Haute-Sa%C3%B4ne;FALSE;47.884818;6.273477
Vauvillers;Haute-Sa%C3%B4ne;FALSE;47.922171;6.098173
Vesoul%20Montmarin;Haute-Sa%C3%B4ne;FALSE;47.6346536;6.1664577
Vesoul%20rue%20Lafayette;Haute-Sa%C3%B4ne;FALSE;47.622009;6.150385
Villersexel;Haute-Sa%C3%B4ne;FALSE;47.551021;6.432211
Autun;Sa%C3%B4ne-et-Loire;FALSE;46.950914;4.301565
Bourbon%20lancy;Sa%C3%B4ne-et-Loire;FALSE;46.61921;3.773899
Chalon%20sur%20Sa%C3%B4ne;Sa%C3%B4ne-et-Loire;FALSE;46.780764;4.853947
Chagny;Sa%C3%B4ne-et-Loire;FALSE;46.910567;4.753218
Charolles;Sa%C3%B4ne-et-Loire;FALSE;46.435442;4.277004
Chaufailles;Sa%C3%B4ne-et-Loire;FALSE;46.207548;4.338252
Cluny;Sa%C3%B4ne-et-Loire;FALSE;46.428968;4.664555
Cuisery;Sa%C3%B4ne-et-Loire;FALSE;46.559265;5.000233
Digoin;Sa%C3%B4ne-et-Loire;FALSE;46.480798;3.979376
Genelard;Sa%C3%B4ne-et-Loire;FALSE;46.580891;4.234403
Le%20Creusot;Sa%C3%B4ne-et-Loire;FALSE;46.805351;4.4278
louhans;Sa%C3%B4ne-et-Loire;FALSE;46.628291;5.223371
Macon;Sa%C3%B4ne-et-Loire;FALSE;46.3068839;4.828731
Marcigny;Sa%C3%B4ne-et-Loire;FALSE;46.274249;4.041919
Montceau%20les%20Mines;Sa%C3%B4ne-et-Loire;FALSE;46.67413;4.362979
Montchanin;Sa%C3%B4ne-et-Loire;FALSE;46.748342;4.469799
Paray%20le%20Monial;Sa%C3%B4ne-et-Loire;FALSE;46.452222;4.120665
Torcy;Sa%C3%B4ne-et-Loire;FALSE;46.769682;4.452304
Verdun%20sur%20le%20Doubs%20-;Sa%C3%B4ne-et-Loire;FALSE;46.898833;5.022513
Allonnes;Sarthe;FALSE;47.968893;0.159363
Bonnetable;Sarthe;FALSE;48.178847;0.424766
Chateau%20du%20loir;Sarthe;FALSE;47.692668;0.418068
Connerre;Sarthe;FALSE;48.060283;0.493572
Coulaines;Sarthe;FALSE;48.023031;0.200556
La%20Fert%C3%A9%20Bernard;Sarthe;FALSE;48.185934;0.655979
La%20Suze;Sarthe;FALSE;47.891655;0.026584
Le%20Mans;Sarthe;FALSE;48.00611;0.199556
Maillets;Sarthe;FALSE;48.0147886;0.2109946
Le%20Mans%20Pontlieue;Sarthe;FALSE;47.9825181;0.2109821
Mamers;Sarthe;FALSE;48.347607;0.36733
Parigne%20l%27%C3%A9v%C3%AAque;Sarthe;FALSE;47.937377;0.367055
Oize;Sarthe;FALSE;47.809683;0.103687
St%20Calais;Sarthe;FALSE;47.920883;0.744722
Aix%20les%20bains;Savoie;FALSE;45.692341;5.908998
Albertville;Savoie;FALSE;45.675535;6.392726
Chamb%C3%A9ry;Savoie;FALSE;45.564601;5.917781
