cd_u2a,dist_poids,stock_poids,consoRate,CD_U2A,coord.lat,coord.lng
U6211,23169.328704833984,42641.67888024449,0.45665064525477383,U6211,50.381329,2.336217
U6212,9319.254940032959,8377.9399933815,-0.11235637249671034,U6212,50.401525899999996,2.866865
U6213,2845.997000128031,2990.764001265168,0.04840468892761092,U6213,50.408188,1.5918649999999999
U6403,1.5,45.0,0.9666666666666667,U6403,43.492948999999996,-1.474841
U6404,4.0,102.5,0.9609756097560975,U6404,43.483151899999996,-1.558626
U6405,1.5,47.0,0.9680851063829787,U6405,43.3269942,-0.7532809
U6501,46600.329818725586,55164.31085178256,0.15524495640065158,U6501,43.091463,-0.045725999999999996
U6502,501.09999084472656,3503.833013087511,0.8569851962199629,U6502,43.232951,0.078082
U6503,19.5,180.0,0.8916666666666667,U6503,43.4684669,0.035446
U6504,9088.240000724792,10103.79497641325,0.10051223110318591,U6504,42.9368725,0.1410922
U6505,0.0,2730.3399834632874,1.0,U6505,43.125519,0.38395999999999997
U6603,1080.9410095214844,6906.34304189682,0.8434857633100419,U6603,42.768583,2.871763
U6701,3748.7299728393555,5203.795001029968,0.27961613166979427,U6701,48.741963,7.3616470000000005
U6902,22384.443124115467,28505.816019868478,0.2147411914637501,U6902,45.77510720000001,4.8501975
U6904,8541.475074768066,14284.893001824617,0.40206236940822315,U6904,45.7699424,4.8037184
U6905,5302.779062271118,10321.40201473236,0.48623461670205836,U6905,45.674944,4.7525639
U6906,49298.40196490288,50968.83501148224,0.03277361639133103,U6906,45.771944,4.8901709
U6907,50.24000000953674,324.32500076293945,0.8450936563898788,U6907,45.7390552,4.4675433
U6910,24.34699958562851,76.59999999403954,0.682154052382206,U6910,46.031842,4.309243
U6911,2023.4659913778305,4634.16099190712,0.5633587191054613,U6911,45.89676,4.433425
U7001,12116.031944274902,18922.222024917603,0.3596929616236409,U7001,47.57524,6.758916
U7002,13458.661079406738,26568.387928009033,0.493433281843258,U7002,47.445824,5.592354
U7003,12240.573890686035,20625.74401283264,0.4065390376671812,U7003,47.761348,6.741447
U7004,61750.18809509277,94866.91392365098,0.349086150891454,U7004,47.686417,6.494274
U7005,48282.87658691406,89722.44205141068,0.46186399430314073,U7005,47.619788,6.15428
U7006,14998.38003540039,27328.18995666504,0.45117550561586117,U7006,47.816840899999995,6.381111
U7007,9791.615993499756,16219.184015274048,0.3962941671862947,U7007,47.826067,5.903272
U7008,12177.222957611084,22352.364009857178,0.455215432594018,U7008,47.884818,6.273477
U7009,8920.907981872559,17265.570001602173,0.4833122809704669,U7009,47.756980600000006,6.1556282
U7101,5573.814996659756,6198.665001556277,0.10080396419868515,U7101,46.967137,4.31015
U7103,16084.858032345772,17681.62302180752,0.09030647172447855,U7103,46.306883899999995,4.828730999999999
U7306,8338.719961166382,8884.93801689148,0.06147685607785475,U7306,45.675534999999996,6.392726000000001
U7402,4789.990007400513,5361.669022653252,0.1066233318090643,U7402,46.067071999999996,6.3120389999999995
U7405,14984.991065263748,20584.269985403866,0.2720173668587965,U7405,45.867137,5.942357
U7501,29011.125761032104,31376.890725255013,0.07539832371977898,U7501,48.842161600000004,2.2927665
U7503,3343.3199882507324,10210.55399812758,0.6725623321845383,U7503,48.829364700000006,2.4265406
U7609,75955.11518478394,81004.45400676876,0.06233408871026898,U7609,49.5188773,0.5344584
U7610,13219.053039550781,14544.36403208971,0.09112196240515237,U7610,49.48266160000001,1.7245633000000002
U7612,7114.674113750458,7550.138995885849,0.057676406006919964,U7612,50.04887,1.419597
U7613,9384.536039352417,12403.125988006592,0.24337331988508787,U7613,49.652007,0.591646
U7702,25517.19193356484,27941.814069777727,0.08677397001347138,U7702,48.956201799999995,2.8884657000000002
U7703,62148.6980009079,73273.2797405906,0.15182317181743551,U7703,48.384734,2.956193
U7705,1434.9970042705536,3316.866997011006,0.5673637183632323,U7705,48.66602,2.55769
U7706,1826.4989976882935,2111.7869965843856,0.13509316960352458,U7706,48.645057,2.835813
U7711,11394.925155639648,21972.161989688873,0.48139262941047517,U7711,48.542105,2.6554
U7712,21226.24901637435,24701.545993942767,0.1406914764938445,U7712,48.8466,3.23182
U7714,2185.749994277954,7394.470006581396,0.7044074839261579,U7714,48.739889899999994,2.7657824
U7719,6373.694046020508,13029.857037052512,0.5108392956349502,U7719,48.404676,2.70162
U7720,1086.8000030517578,3991.3039768338203,0.7277080349280028,U7720,48.706897,2.866479
U7801,18752.791079998016,22452.58206971921,0.16478242806251384,U7801,48.896390999999994,2.160098
U7803,132414.3332748413,105885.74014943093,-0.25053980911850815,U7803,48.776731,2.0018439999999997
U7804,78362.65306854248,65546.92091470025,-0.19551997218176015,U7804,48.782907,1.960077
U7807,9758.107043743134,14070.697984267026,0.30649445715812834,U7807,48.799659999999996,2.173231
U7808,8607.169941186905,9251.90801377222,0.06968703878438581,U7808,48.801408,2.130122
U7810,2008.4159982204437,4596.189986169338,0.5630258966091296,U7810,49.008107,1.9163189999999999
U7901,39998.69206237793,40931.82692909241,0.02279729337102345,U7901,46.648825,-0.25144099999999997
U7902,7327.695089817047,9754.586997240782,0.24879494212417338,U7902,46.413165,-0.20340999999999998
U7903,11827.940081357956,13532.612032391131,0.1259676954421614,U7903,46.258947,-0.345221
U7904,40624.194385528564,56731.976123318076,0.28392773949520267,U7904,46.323716,-0.46477700000000005
U7905,5700.652019500732,8161.371988296509,0.30150812538926963,U7905,46.842459999999996,-0.49286599999999997
U7906,21394.568786621094,22016.169082671404,0.02823380823957981,U7906,46.976154,-0.21680300000000002
U7907,7634.868012189865,8923.824999339879,0.14443996685786212,U7907,46.110408,-0.073412
U7908,23973.170003652573,28067.343032613397,0.1458696330537422,U7908,46.223492,-0.142904
U7910,39884.448654174805,47971.12893742323,0.16857389980955492,U7910,46.976154,-0.21680300000000002
U8001,168346.6607284546,169449.73987136036,0.006509771828172687,U8001,49.894067,2.295753
U8002,2338.5200119018555,2908.0200068950653,0.1958377155737911,U8002,49.894067,2.295753
U8003,37646.330127716064,43076.99016857147,0.12606869745550517,U8003,50.105467,1.8368330000000002
U8007,32097.24999010563,31480.089926168323,-0.019604774490313077,U8007,49.818782,2.7986749
U8008,7899.883012771606,8602.126002311707,0.08163598037873215,U8008,49.933071000000005,2.933353
U8009,28825.45499897003,28017.26000124216,-0.028846325361296544,U8009,49.74845,3.0724720000000003
U8010,62276.94977235794,67380.44993519783,0.07574155660504059,U8010,50.27248,1.667315
U8012,38265.21486186981,38088.49999690056,-0.004639585832564519,U8012,49.812932,2.702128
U8013,7817.533036708832,10997.120011240244,0.28912906027046453,U8013,49.757425,2.910174
U8014,20218.085954666138,21922.61003303528,0.0777518769800031,U8014,49.647007,2.566932
U8015,4401.130001068115,4743.160006046295,0.07211015536945425,U8015,50.157413,2.341069
U8016,4576.4019812345505,6895.516991250217,0.33632213697079016,U8016,49.912496399999995,2.303919
U8101,9270.56195294857,12841.154031455517,0.2780585039133144,U8101,43.901815899999995,1.896506
U8102,10269.13098526001,13161.895002663136,0.21978324677546912,U8102,43.776621,2.1888400000000003
U8103,12770.65398144722,15754.084025539458,0.18937502423217387,U8103,43.699185,1.820699
U8105,10019.945977210999,12186.587002962828,0.17778899253950847,U8105,43.606214,2.241295
U8106,28237.730975151062,32825.73899438977,0.13976861328309606,U8106,43.759597,1.988911
U8201,48709.38188171387,65418.25503063202,0.2554160630101528,U8201,44.108057,0.890241
U8203,4322.01301574707,11582.713985443115,0.6268566226206677,U8203,44.104852,1.0846799999999999
U8205,74445.80317687988,105296.34787750244,0.292987794187438,U8205,44.022125200000005,1.3529598999999999
U8206,22765.6961517334,33878.97410193086,0.32802876252277313,U8206,43.886181,0.9871719999999999
U8208,34668.07408982515,72182.24184036255,0.5197146388651008,U8208,44.039889,1.107132
U8209,7421.127028495073,11871.194020606577,0.3748626283410808,U8209,43.854134,1.235576
U8210,41711.45208358765,40779.85892558098,-0.02284444288310877,U8210,43.957295,1.228583
U8211,7379.577011108398,16544.06596183777,0.5539441738124785,U8211,44.157996999999995,1.542131
U8212,3434.451997756958,7272.561988830566,0.5277521177500172,U8212,44.125763,1.2404138999999998
U8214,5366.939994812012,7899.7099804878235,0.32061556587921825,U8214,44.151119,1.756144
U8215,19793.705030441284,22943.13606929779,0.1372711659532471,U8215,43.827086,1.29701
U8216,27438.47815990448,21724.363951683044,-0.26302791745388465,U8216,44.104852,1.0846799999999999
U8217,9828.330982208252,20310.34810066223,0.5160924404891025,U8217,44.341344,1.018066
U8218,5045.943000793457,7593.923982709646,0.33552890280671793,U8218,43.957032,0.920141
U8301,11204.929953992367,11561.745001710951,0.030861694983394087,U8301,43.124228,5.928
U8302,0.0,45.0,1.0,U8302,43.624076,6.694103
U8307,649.6449966430664,709.2120030261576,0.08399040925551597,U8307,43.537726899999996,6.464993
U8309,16724.218955993652,18832.080028131604,0.11192927541669331,U8309,43.139901,5.847652
U8402,4962.953071832657,7973.87500295043,0.3775983358158606,U8402,43.949317,4.805528
U8403,1723.785979270935,6117.888968683779,0.718238433535711,U8403,44.1380989,4.807511
U8404,522.263011932373,4342.738018147647,0.8797387708514963,U8404,43.9223929,5.0122629000000005
U8406,157.85000228881836,3175.3749929443,0.9502893350739482,U8406,44.055563899999996,5.048722
U8409,25.129999816417694,114.80999958515167,0.7811166282795828,U8409,44.2811484,4.75331
U8502,2341.6999979019165,2137.524998188019,-0.09551935059799394,U8502,46.670511,-1.426442
U8503,5231.105010226369,8142.463001221418,0.3575524986184559,U8503,46.465972,-0.8065
U8505,503.839998960495,983.3600021004677,0.487634235799415,U8505,46.475559999999994,-1.725
U8601,14705.54995727539,17870.599974900484,0.17710933164361867,U8601,46.816487,0.548146
U8602,569.8759982585907,282.38000041618943,-1.01811742127159,U8602,46.580224,0.340375
U8603,11385.150001525879,12097.71001625061,0.05890040460281854,U8603,46.580224,0.340375
U8703,52318.695331573486,52657.53507554531,0.006434781717102919,U8703,45.958196,1.4019218999999998
U8704,8349.0350214988,9217.605993956327,0.09422956167002806,U8704,46.122228,1.051593
U8705,7152.125071823597,7888.945021688938,0.09339904738081138,U8705,45.512429,1.2036579
U8706,3036.895008519292,4590.710004217923,0.33846942940656083,U8706,46.009592,1.1745508999999998
U8708,51770.62525308132,52960.80488841236,0.022472838882239908,U8708,45.833619,1.261105
U8801,5845.800988197327,16132.057006835938,0.6376282959005056,U8801,48.184979999999996,7.002133000000001
U8802,6549.409038543701,13658.96202468872,0.5205046308273225,U8802,47.880604999999996,6.76347
U8803,1758.516987323761,31347.21297454834,0.9439019670185178,U8803,48.354965,5.694596
U8804,8095.084000587463,20037.06897354126,0.5959946032387802,U8804,48.2025406,5.943496499999999
U8805,7986.990966796875,11944.955961227417,0.33135032119648244,U8805,48.2874679,6.947767
U8806,3619.401984333992,11381.375984191895,0.6819890679860553,U8806,47.949477,6.773163
U8807,13267.482046484947,27771.084995269775,0.5222555384946326,U8807,48.070081,6.877292
U8808,41985.1849155426,82219.88600921631,0.4893548634835575,U8808,48.172402000000005,6.449403
U8809,1215.4790015220642,2320.9390120506287,0.4762986036207185,U8809,48.250554,6.419186
U8811,4237.699028909206,13894.175998687744,0.6950017741743417,U8811,48.211251000000004,6.719469999999999
U8812,5905.707992553711,16364.486949920654,0.6391143816102133,U8812,48.407269899999996,6.843762
U8813,3998.945971161127,12164.46202325821,0.6712599403479396,U8813,48.179968,5.895544999999999
U8901,18082.9990096204,19620.21501147002,0.07834858083619174,U8901,47.48822,3.907722
U8902,20509.920939683914,26028.641985025257,0.2120249319390678,U8902,47.798202,3.573781
U8903,1591.4389958381653,4755.97600197047,0.6653811972182347,U8903,47.981432,3.398961
U8905,2961.467005133629,10685.579952299595,0.7228538817402882,U8905,47.964727,3.5131339999999995
U8906,780.6669955253601,2630.2500043213367,0.7031966564992784,U8906,48.000552,3.729512
U8907,0.0,1740.8100048601627,1.0,U8907,48.20065,3.2826800000000005
U9001,125934.5396118164,317324.7218017578,0.6031366894556314,U9001,47.639674,6.863849
U9002,47735.10192108154,48145.08205986023,0.008515514383565613,U9002,47.50752,6.997808
U9003,15865.205032348633,16042.179993629456,0.011031852363650181,U9003,47.741786,6.8253330000000005
U9101,42725.334102749825,46117.271985862404,0.07355027166724874,U9101,48.434416,2.16142
U9102,42985.40386366844,46198.164978541434,0.06954304605746324,U9102,48.610259899999996,2.474805
U9103,6098.123966529965,7272.420016234741,0.1614725286882923,U9103,48.617871,2.407091
U9105,6374.643007278442,8081.903002917767,0.21124480150565544,U9105,48.591661,2.267402
U9106,0.0,43.5,1.0,U9106,48.666218,2.375902
U9201,12540.002993613482,13641.35699173063,0.08073639585744936,U9201,48.884831,2.26851
U9202,0.0,542.9119995236397,1.0,U9202,48.8396952,2.2399123
U9203,2599.790003299713,3426.369990900159,0.24124072700721114,U9203,48.8396952,2.2399123
U9206,848.4840084314346,2325.0319864396006,0.6350656621585896,U9206,48.884747999999995,2.23964
U9208,31402.94033423066,38312.358047395945,0.1803443605485648,U9208,48.869797999999996,2.219033
U9211,9140.913001060486,14054.565991631709,0.34961257384232874,U9211,48.900552000000005,2.25929
U9213,35.927000008523464,157.61200049240142,0.772054158970874,U9213,48.799815,2.257289
U9301,4256.157004475594,6962.6520139575005,0.3887161104786512,U9301,48.885063,2.40557
U9302,3385.903032064438,10154.59295667708,0.6665643766805973,U9302,48.93897,2.538716
U9306,7042.135975599289,10243.522983469069,0.3125279274558331,U9306,48.886855,2.385749
U9308,6160.021981477737,13002.915002599359,0.5262583828129067,U9308,48.93074,2.425768
U9314,32413.67880177498,40694.382085204124,0.20348517065798838,U9314,48.924298,2.4456759999999997
U9315,30.684999465942383,6597.83499956131,0.9953492320635507,U9315,48.952179,2.416983
U9316,22109.720143139362,34252.64493942261,0.35451057335159286,U9316,48.91923,2.536118
U9401,10551.250993132591,15500.369971521199,0.3192903774220625,U9401,48.792001,2.39851
U9403,526.9960006773472,1955.2860245481133,0.7304762607306308,U9403,48.808589000000005,2.573903
U9404,5.0,150.0,0.9666666666666667,U9404,48.813055,2.38822
U9503,11419.920141220093,13302.03499904275,0.14149074618718854,U9503,48.9853273,2.2998675
U9504,33425.898905962706,35202.17281547189,0.05045921224295799,U9504,48.9472096,2.2466847000000003
U9505,748.5070001482964,1525.8320070914924,0.5094433747165364,U9505,49.038069,2.360491
U9506,617.280007481575,2698.64599391073,0.7712630671550044,U9506,49.004795,2.348107
U9508,6039.875050067902,8773.582005023956,0.3115839064809186,U9508,48.925686999999996,2.215847
U9509,1417.1400146484375,3103.1100006103516,0.5433162168373986,U9509,48.989778,2.321878
U9510,505.39999771118164,1027.6999969482422,0.5082222446122718,U9510,48.997347,2.378493
