cd_u2a,dist_poids,stock_poids,consoRate,CD_U2A,coord.lat,coord.lng
U0602,8350.33399157226,8822.007020046934,0.05346550137659766,U0602,43.673417,7.189811
U0603,6331.629975318909,6614.902985099703,0.042823456431466435,U0603,43.663739,7.14882
U0604,4193.551016956568,5449.404017504305,0.23045694474363587,U0604,43.6578919,7.122337
U0605,8100.480985164642,8557.375014068559,0.05339184366149318,U0605,43.64152,7.009186
U0606,10177.825012803078,13132.604007683694,0.2249956667506169,U0606,43.741766999999996,7.423019
U0607,4012.6009784042835,4909.76600628905,0.1827307099229503,U0607,43.552847,7.017369
U0608,16972.24999819696,16782.07094366476,-0.011332275686988011,U0608,43.580418,7.125102
U0609,6314.477038681507,7994.955996665172,0.2101923961413447,U0609,43.626851,7.09808
U0611,261.09199970960617,1446.7879961878061,0.8195367943350602,U0611,43.660153,6.926492
U0612,2871.6609930992126,2123.7379988469183,-0.3521729114694837,U0612,43.703976000000004,7.311109
U0614,4327.799987912178,5395.853012490086,0.19793960697328586,U0614,43.710172799999995,7.261953200000001
U0615,4666.969018399715,5417.477995539084,0.1385347532112471,U0615,43.710172799999995,7.261953200000001
U0617,0.0,1.600000023841858,1.0,U0617,43.774481,7.497539999999999
U0618,6835.467009484768,7541.716990698129,0.0936457814691856,U0618,43.792389,7.187119999999999
U0701,355.62100172042847,494.140999995172,0.2803248430632086,U0701,45.239403,4.667349
U0703,5960.286985635757,6434.205976314843,0.07365617333726078,U0703,44.895927,4.646171
U0704,371.0679995417595,897.8830055966973,0.5867301227121874,U0704,44.66515,4.36487
U0706,6388.237982392311,7135.942992970347,0.10478012665104026,U0706,44.755565999999995,4.748558
U0708,31.143999934196472,39.99500012397766,0.22130266689197656,U0708,45.067915,4.832137
U0709,452.85400199890137,432.01499915122986,-0.048236757725110074,U0709,45.067915,4.832137
U0711,116.07999908924103,244.19999973475933,0.5246519278651816,U0711,44.55061,4.683794
U0801,5838.728973388672,8128.051945447922,0.2816570301745395,U0801,49.762085,4.726096
U0803,49598.95490592718,49874.61894549616,0.005527140766132489,U0803,49.398265,4.700375
U0804,61050.93648331985,62808.62707891688,0.027984859363166,U0804,49.5084965,4.3662756
U0902,12497.547058105469,16666.523042201996,0.25014071462536547,U0902,42.96904,1.8714279999999999
U0903,30177.357803344727,47195.53390312195,0.36058869753884665,U0903,42.964127000000005,1.605232
U0904,68356.02508544922,71010.89785885811,0.037386835731689216,U0904,42.937653000000005,1.851472
U0905,88560.50624084473,90657.7941570282,0.023134115888047785,U0905,43.114753,1.607953
U0906,18033.525016784668,22539.100009441376,0.1999003949034954,U0906,42.848524,1.6048149999999999
U0907,86553.22097015381,83077.51699781418,-0.04183687835098728,U0907,42.982876,1.146088
U0908,69075.58203125,65785.57202482224,-0.050011118018193676,U0908,43.173805,1.407146
U0909,4997.099980831146,5575.547999382019,0.10374729418794111,U0909,42.720254,1.837545
U1002,5030.021017074585,6202.217992693186,0.18899641660444094,U1002,48.492624,3.498165
U1005,105499.98073238134,103716.93083627522,-0.017191502696129707,U1005,48.2973451,4.0744009
U1201,2464.546057701111,514.9999980926514,-3.7855263433568505,U1201,44.349389,2.575986
U1202,4801.319983929396,5099.403004735708,0.058454493698475905,U1202,44.349389,2.575986
U1301,23493.594975225627,27551.54597307369,0.14728578214136973,U1301,43.676646999999996,4.6277769
U1302,30522.344883918762,34211.617012798786,0.10783682418459915,U1302,43.529742,5.447426999999999
U1304,16479.018083572388,19033.410001397133,0.13420568976537794,U1304,43.487871000000005,5.23463
U1305,11008.365020751953,12020.399969995022,0.08419311768071623,U1305,43.2926781,5.567642500000001
U1306,10048.528967440128,10904.054005816579,0.07845935446762145,U1306,43.8820059,4.855685
U1307,7727.488974735141,8954.254014190286,0.1370036004686739,U1307,43.513006,4.987968
U1308,11072.635106563568,15720.380066394806,0.2956509282982696,U1308,43.4212739,5.218332
U1309,13738.765019237995,16658.5499945879,0.17527245626411034,U1309,43.173653,5.605155
U1311,44599.57528066635,41795.784955084324,-0.06708308812946352,U1311,43.31090579999999,5.3862788
U1312,24363.304968357086,27827.02500116825,0.12447324256422485,U1312,43.2940669,5.398036299999999
U1313,6174.450008392334,10531.005031108856,0.413688438078526,U1313,43.404810999999995,5.0537279999999996
U1314,1956.1369907855988,4607.455010056496,0.5754408916601417,U1314,43.5425987,4.7304574
U1315,444.650004863739,871.5600040555,0.48982284318381347,U1315,43.4883455,5.3876555999999995
U1317,6365.225010871887,7770.814982891083,0.1808806380172308,U1317,43.2946484,5.4433203
U1318,2266.714992284775,2536.17999625206,0.1062483752594444,U1318,43.2993744,5.368020099999999
U1319,1536.0500011444092,2878.180009841919,0.4663120458442851,U1319,43.4212739,5.218332
U1401,75818.14437484741,86652.00090312213,0.12502719401006196,U1401,49.182863,-0.370679
U1402,0.0,99867.03416961804,1.0,U1402,49.182863,-0.370679
U1404,427.07000064849854,1115.125000655651,0.6170205130389887,U1404,49.0178749,-0.031555
U1406,2360.332009077072,4576.022998277098,0.48419577218782506,U1406,48.850993,-0.552764
U1407,6624.3280029296875,9409.801991522312,0.29601834247970105,U1407,48.837781,-0.888482
U1408,38110.38213729486,47684.668997284025,0.20078333479748992,U1408,49.020469,-0.630703
U1601,34642.13695049286,35567.07596736401,0.02600548377156078,U1601,45.648377,0.15623689999999998
U1602,41649.2490363121,42842.43199825287,0.027850495555187527,U1602,45.681389,-0.17391689999999999
U1603,7303.10100966692,11726.75599054806,0.37722751155107787,U1603,45.775479,-0.064054
U1604,33525.96972846985,33251.46000480652,-0.008255569037379097,U1604,45.471894,-0.15568900000000002
U1605,16875.435072422028,16797.50503063202,-0.004639381958683442,U1605,45.481595,0.277972
U1606,7853.011021375656,11085.914002537727,0.29162259245579686,U1606,45.396234,0.13098089999999998
U1701,15798.910026550293,18746.232973098755,0.157222144351771,U1701,46.160329,-1.151139
U1702,3986.5699882507324,7233.609999656677,0.44888237153510574,U1702,45.936698,-0.9616969999999999
U1705,3030.532021999359,3151.5909984111786,0.03841201998382699,U1705,45.744175,-0.633389
U1801,23518.525913238525,30277.381997473538,0.2232311923401765,U1801,46.994096899999995,2.2440330000000004
U1901,9553.724961280823,57464.163013882935,0.8337446425701405,U1901,45.055925,1.674352
U1902,6300.0429900586605,6695.761001279578,0.05909978136096768,U1902,45.123826,1.723226
U1903,802.488001383841,1152.1229999735951,0.3034702011831785,U1903,45.26565,1.771697
U1904,36.38000085949898,96.7200004607439,0.6238626893486765,U1904,45.159555,1.533937
U1905,3091.7159949094057,3995.7929932171246,0.22625721598751322,U1905,45.159555,1.533937
U1906,4436.415011391044,5317.4399903304875,0.16568592791673173,U1906,45.149722,1.474444
U1907,415.3279962539673,2060.626007022336,0.7984457175447727,U1907,45.548905,2.3138349999999996
U1908,1527.8000135421753,2181.0499963760376,0.2995116957058671,U1908,45.159555,1.533937
U2001,39968.979064941406,57678.172993183136,0.30703458534192374,U2001,42.445813,9.5078
U2002,7977.43310546875,14435.803993225098,0.44738560393223276,U2002,42.2918623,9.1896607
U2003,17778.467964172363,41766.62997984886,0.5743379829124367,U2003,42.697283,9.450880999999999
U2101,0.0,9119.059944152832,1.0,U2101,47.322047,5.04148
U2201,26201.654994010925,30764.818029880524,0.14832407041828097,U2201,48.514179999999996,-2.765835
U2203,10503.88200545311,10860.168989982456,0.03280676247837298,U2203,48.654084999999995,-3.630768
U2206,22751.19802093506,22811.007964372635,0.0026219772283184693,U2206,48.732084,-3.459144
U2208,5913.46901512146,7346.00800780952,0.19500917929372413,U2208,48.176274,-2.752021
U2209,38476.67779922485,192871.8510926515,0.8005065146559853,U2209,48.454366,-2.047327
U2210,91.99999856948853,917.2049901485443,0.8996952703510817,U2210,48.779782,-3.048828
U2301,3086.9399919509888,4677.1350120306015,0.33999339681007446,U2301,46.025110999999995,2.500712
U2302,3486.172998070717,4562.359995365143,0.23588384046583652,U2302,46.348054,2.2139450000000003
U2304,4051.5899963378906,9069.539962768555,0.5532750268514052,U2304,46.169599,1.8714520000000001
U2305,3395.6350082159042,4999.170004606247,0.3207602451832688,U2305,46.30531,1.6636529999999998
U2306,7646.494988441467,7164.360012739897,-0.06729630767357063,U2306,45.95409,2.1689379
U2307,3748.5749946832657,4300.190001308918,0.12827689159263855,U2307,46.239087,1.4829860000000001
U2308,15236.812060952187,16087.22399431467,0.052862565577692276,U2308,45.954005,1.756199
U2401,14024.730102092028,16928.695026561618,0.17154097937928378,U2401,44.890890999999996,1.217292
U2402,25719.551059544086,27394.433989994228,0.06113953407695482,U2402,45.184028999999995,0.7211149
U2403,19916.63286781311,23305.773996252567,0.14542066395153452,U2403,44.853806,0.483392
U2404,3945.8869816064835,5833.682003173977,0.323602661327852,U2404,45.246394,0.33765100000000003
U2405,4042.556969702244,4608.615999892354,0.12282625200349345,U2405,45.4561135,0.4501285
U2406,9678.009006083012,12988.300955773331,0.254867204029399,U2406,44.918456,0.9283959999999999
U2407,4163.912019908428,4513.302007045597,0.07741338527573496,U2407,44.869766999999996,1.042678
U2408,7044.175999432802,7205.912002824247,0.022444904035471808,U2408,45.530402,0.662239
U2409,2104.4190002679825,3405.600015349686,0.38207100341115624,U2409,44.710507,0.8415940000000001
U2410,0.0,44.39000003039837,1.0,U2410,44.8466054,0.1520177
U2502,16827.495183944702,20689.26495605707,0.1866557260644382,U2502,47.237829,6.0240539
U2601,54524.06814432144,72494.49106573686,0.24788673811255704,U2601,44.556944,4.749496
U2701,27378.242102202028,29278.184866659343,0.06489277846663517,U2701,49.027012899999995,1.151361
U2702,6377.184982061386,10343.823011498898,0.38347891539017315,U2702,49.160734000000005,1.33341
U2703,568.4559988975525,887.8799963891506,0.3597603266101708,U2703,49.089328,0.597811
U2704,19703.652015328407,24907.627010446042,0.20893098298505647,U2704,49.144667,0.895747
U2705,7997.676006734371,10683.48798751831,0.2513984181871891,U2705,48.8040115,0.9535903
U2706,279.26600432395935,792.6619935184717,0.6476858905719043,U2706,48.822159,0.707554
U2707,17002.38302499056,18840.987984795123,0.0975853793489141,U2707,48.961816999999996,0.9426379999999999
U2708,9146.637025266886,10695.483987234533,0.1448131719720449,U2708,49.305673,1.611793
U2709,2346.676007658243,3492.82898632437,0.3281446023134001,U2709,49.193183000000005,0.722101
U2710,1280.0690064430237,3434.4360023215413,0.6272840706369989,U2710,49.279773999999996,1.7765790000000001
U2711,10726.155032873154,10853.406023412943,0.011724521340608068,U2711,49.360169899999995,1.355767
U2801,2231.0720558166504,5975.654975891113,0.626639746635649,U2801,48.443853999999995,1.489012
U2901,1399.0250091552734,2735.650029182434,0.4885950343679814,U2901,48.2393409,-3.5989150999999997
U3001,58447.13980770111,55914.928846240044,-0.045286849392661685,U3001,43.807235,4.644269
U3002,12876.7849871777,17446.04499091953,0.26190807177902375,U3002,43.836698999999996,4.360054
U3003,1783.9300020933151,3619.2099639475346,0.5070940841057058,U3003,44.127204,4.083352
U3006,2212.5600142478943,5029.2949541807175,0.5600655689504445,U3006,44.260102,4.19642
U3008,4800.46800160408,8988.977006733418,0.46596058728282763,U3008,44.051884,4.778861
U3009,8456.31901442632,15029.197085656226,0.43734060001801556,U3009,44.01211,4.4199459999999995
U3101,3315.819990634918,7541.7350026369095,0.5603372447486464,U3101,43.574815799999996,1.40206
U3102,0.0,1606.6899988651276,1.0,U3102,43.537141,1.3449950000000002
U3201,7976.465990066528,10223.288964152336,0.21977496498086152,U3201,43.429726,0.579788
U3202,5674.940002441406,6744.500043660402,0.15858255382833686,U3202,43.4758039,0.91201
U3203,5369.515005111694,8220.569986462593,0.3468196227324793,U3203,43.6138369,1.081741
U3204,10763.194969892502,11568.019949913025,0.0695732704045496,U3204,43.795913,0.345569
U3301,882.4759999513626,1147.7969988286495,0.23115672819152905,U3301,44.652297,-1.1785016000000001
U3303,3866.890012741089,4992.1449909210205,0.22540510746910997,U3303,44.8414539,-0.5529809
U3311,39842.2712165378,39811.225011345,-0.0007798354655993907,U3311,44.916734999999996,-0.4271
U3314,21959.95292633772,25589.342084273696,0.14183206219148836,U3314,44.841805,0.215006
U3317,4246.695991367102,6329.436004895717,0.3290561768722599,U3317,44.652297,-1.1785016000000001
U3318,10848.250072479248,12236.409997940063,0.11344503213724491,U3318,45.009296,-0.611681
U3403,26144.757138729095,30152.405933301896,0.1329130684774492,U3403,43.610769,3.8767160000000005
U3404,3251.402993619442,4288.177988965064,0.24177517771267792,U3404,43.653240999999994,3.551364
U3408,9212.66196411848,18188.083000063896,0.4934781216862648,U3408,43.444815000000006,3.7559989999999996
U3409,117.02499920129776,924.0680015683174,0.873358888087582,U3409,43.3140249,3.4188690999999998
U3501,188771.14045333862,199423.50492614508,0.05341579206900146,U3501,47.650742,-2.0839380000000003
U3502,75748.60215103626,160431.132063888,0.5278434978513328,U3502,48.117266,-1.6777925999999999
U3601,77745.84613609314,82077.86515641212,0.052779382261754125,U3601,46.947534999999995,1.9886540000000001
U3602,6932.082981824875,6801.379999637604,-0.0192171268469392,U3602,46.434011,1.828597
U3603,1461.2309929132462,1985.6020070314407,0.2640866660394605,U3603,46.811434000000006,1.686779
U3701,8297.369997024536,13587.457975119352,0.38933610597226875,U3701,47.351861,0.6613099
U3702,43244.95788669586,60611.3530793041,0.2865205000437127,U3702,47.394144,0.68484
U3703,3813.5139715969563,4430.296005830169,0.13921914775480945,U3703,47.119833,0.425897
U3704,3706.1139925718307,4543.555991083384,0.18431422439934977,U3704,47.167296,0.240385
U3705,22884.56296479702,24796.24201720953,0.07709551516256909,U3705,47.343784899999996,0.340412
U3706,5678.8519282341,9701.679979860783,0.4146527261234615,U3706,46.973539,0.698666
U3707,12155.407944560051,14168.589043369517,0.14208762020319696,U3707,46.854377,0.928917
U3708,1963.2920107841492,3097.007001720369,0.36606794569933093,U3708,47.042952,0.816674
U3709,3354.984990656376,4194.502006331459,0.20014700539130995,U3709,46.920619,0.803318
U3710,3627.1230145692825,4367.823990724981,0.16958123260657193,U3710,47.133087200000006,0.7890958
U3711,1691.9650043994188,1697.8980051502585,0.0034943210562961105,U3711,47.3793619,0.4995455
U3712,4336.3800048828125,5060.019997417927,0.1430112910431935,U3712,47.26177,0.46574
U3714,4502.972965717316,10546.901998460293,0.5730525450625511,U3714,47.3839557,0.6823179
U3715,303.5399932861328,1785.9090098515153,0.8300361375569913,U3715,47.39822120000001,0.6560182
U3716,1928.4000024795532,3326.469999782741,0.42028636885181553,U3716,47.394144,0.68484
U3801,130173.62498474121,10338.62502193451,-11.590999742089863,U3801,45.188528999999996,5.724524
U3803,2183.800992012024,4019.355987071991,0.45667888113516586,U3803,45.632449,5.111562
U3805,17685.215037345886,23665.063057392836,0.2526867562340544,U3805,45.525587,4.874339
U3806,1385.5719995498657,2927.4060008376837,0.5266894994567268,U3806,45.636821999999995,5.143259
U3807,9141.622010171413,10221.763986874372,0.10567079988248153,U3807,45.362713,5.591349
U3808,9771.015050709248,11307.677010536194,0.1358954591995443,U3808,45.5313399,5.665954599999999
U3811,11104.077964782715,17794.126927107573,0.37596949767359683,U3811,45.613538,5.150093
U3812,13458.624994754791,13288.175035566092,-0.012827190997445975,U3812,45.154119,5.3199379
U3813,18513.39696598053,20071.363954544067,0.0776213809929355,U3813,45.597108,5.27212
U3815,4732.714008569717,6665.621992409229,0.2899816380287835,U3815,45.350083000000005,5.504735
U3901,16316.3290091753,17430.669999793172,0.06392990003431273,U3901,46.74712,5.452332
U3902,33.0399993956089,554.1100032627583,0.94037285159795,U3902,46.394543,5.565486
U3907,6001.6830119639635,7943.764048568904,0.24447869105009648,U3907,46.74712,5.452332
U4001,13839.620059967041,17998.98490763083,0.23108885689994607,U4001,43.893485,-0.49978199999999995
U4201,2797.1299715042114,4759.049943745136,0.4122503431214238,U4201,45.439695,4.3871779
U4202,3125.3799743652344,3211.0999965667725,0.02669490900102388,U4202,45.60745,4.063338
U4203,2921.209028467536,2977.156990684569,0.018792412490202005,U4203,45.538092,4.183188899999999
U4204,6013.129045367241,12228.268008306623,0.5082599562519776,U4204,45.387638,4.287617
U4301,30334.2999420166,30941.39502259344,0.019620805077907304,U4301,45.042768,3.882936
U4401,13566.222934186459,14387.344026517123,0.05707245832290289,U4401,47.436929,-2.089536
U4402,6972.535015106201,7544.030988123268,0.07575472236484516,U4402,47.160928999999996,-1.2651379999999999
U4403,27810.18886566162,37289.4141176641,0.25420687013454957,U4403,47.190616,-1.569382
U4404,83013.02597182989,87710.16203535348,0.053552928811490604,U4404,47.2204186,-1.5454157
U4405,6790.340007305145,8209.640014059842,0.17288212446879536,U4405,47.277640999999996,-2.479422
U4407,46613.601910591125,49772.539052568376,0.06346747025786385,U4407,47.2734979,-2.213848
U4408,9345.06297492981,13259.767999142408,0.2952317887059402,U4408,47.287409999999994,-2.031545
U4409,5179.677000045776,6509.762986019254,0.2043217224390577,U4409,47.2780468,-1.8157647000000001
U4412,10898.707154035568,13544.227071508765,0.19532453963639124,U4412,47.358852,-1.944482
U4413,13750.019970417023,14663.0099683851,0.06226484193467606,U4413,47.348471999999994,-2.511759
U4414,11622.325938761234,13301.473996587098,0.12623774314460942,U4414,47.275886,-2.4862807
U4415,7357.745039343834,8327.722002610564,0.11647566560971453,U4415,47.275886,-2.4862807
U4418,3978.092996418476,7525.4480307567865,0.4713812413347535,U4418,47.475279,-1.764935
U4419,661.3779991231859,1653.325996287167,0.5999712091817185,U4419,47.364384,-1.6057059999999999
U4501,166079.79008865356,248552.62310673296,0.3318123622564389,U4501,47.902964000000004,1.9092509999999998
U4503,2366.8999938964844,2393.2000031471252,0.010989474016402982,U4503,47.99729,2.736291
U4601,6717.541976645589,7505.011983394623,0.10492588266232857,U4601,44.859439,1.892482
U4604,1816.064977645874,3031.3840061873198,0.4009122651768543,U4604,44.608288,2.032871
U4701,8380.70501089096,9478.360005736351,0.11580642581428476,U4701,44.500484,0.159869
U4706,10206.668997645378,10248.770001217723,0.0041079079311314905,U4706,44.6370239,0.7426229999999999
U4707,4320.736002326012,8484.442011922598,0.4907460035374889,U4707,44.301656,0.33866399999999997
U4709,113.0620025396347,314.2999974191189,0.6402736128919957,U4709,44.4082053,0.7072568
U4710,15413.328005369753,15066.987934265286,-0.02298668271425516,U4710,44.4082053,0.7072568
U4712,4222.86900806427,5505.940977185965,0.23303409434248254,U4712,44.339428999999996,0.158189
U4801,3838.9870438575745,12063.8570176363,0.6817778063644726,U4801,44.801726,3.275227
U4802,4164.371067762375,5755.418011397123,0.276443334000083,U4802,44.727236,3.8554160000000004
U4804,4881.358048915863,14135.710996568203,0.6546789864265805,U4804,44.5001313,3.5334654000000003
U4901,16290.456012964249,16667.374997878447,0.022614177995165748,U4901,47.260135,-0.08089299999999999
U4902,0.0,108.0,1.0,U4902,47.478419,-0.5631659999999999
U5001,60.30000042915344,94.05000162124634,0.35885168113031285,U5001,49.1857789,-1.408952
U5002,3981.1899722591043,5594.110054887831,0.28832469629721436,U5002,49.1154686,-1.0828136
U5006,249.00500094890594,1705.200004324317,0.8539731407943705,U5006,48.837579,-1.597302
U5007,1389.9299914836884,2934.227996915579,0.5263047067423648,U5007,48.686842999999996,-1.36166
U5008,104.26000174880028,343.4300014600158,0.696415568513053,U5008,49.047808,-1.4452608999999998
U5101,7.429999977350235,14.449999958276749,0.48581314887171057,U5101,49.258328999999996,4.031696
U5102,3141.5700143128633,3019.3499984294176,-0.040478916305503244,U5102,48.956682,4.363073
U5202,19647.012964725494,17852.78903848678,-0.10050104341516355,U5202,48.443475899999996,5.137688
U5301,1306.5760081410408,1716.4699868410826,0.23880055103928324,U5301,48.0785146,-0.7669906
U5405,718.9099967479706,1222.6099902689457,0.4119874674099243,U5405,48.595365,6.332949
U5501,9260.483035564423,19852.50496315956,0.5335357904330376,U5501,48.773604999999996,5.158238
U5503,6724.954024553299,12024.18595790863,0.4407144027799973,U5503,48.763802,5.592348
U5506,9108.449989318848,11229.300070762634,0.1888675222924869,U5506,49.159876399999995,5.3844231
U5602,2382.1109985113144,3896.8349979296327,0.3887062193351997,U5602,47.7482524,-3.3702449
U5604,912.4010025113821,3118.238985940814,0.707398628961693,U5604,47.7482524,-3.3702449
U5606,617.119992017746,1130.6300017237663,0.45418042058243585,U5606,47.658235999999995,-2.760847
U5608,176.9809984266758,367.76099895872176,0.5187608285604518,U5608,47.7482524,-3.3702449
U5701,3809.909971177578,6959.845002532005,0.4525869513198174,U5701,48.999639,7.0299309999999995
U5702,4737.67906332016,22523.070014715195,0.7896521628612418,U5702,48.732663,7.052587
U5703,9477.371044516563,11336.433972001076,0.16399009883320087,U5703,49.305632,6.1487999
U5704,8044.846004486084,9667.356021165848,0.16783389513403843,U5704,49.356178,5.996258999999999
U5705,14156.307011604309,19735.01294888556,0.2826806322210334,U5705,49.25418,6.168126
U5715,13089.367936134338,10574.085015296936,-0.23787239436780427,U5715,49.104408,6.705792999999999
U5716,0.0,554.7199974060059,1.0,U5716,48.810313,6.717569999999999
U5722,44973.256832476705,46392.54996592179,0.030593126148220847,U5722,49.1193089,6.175715599999999
U5901,24462.284914016724,25522.94995391369,0.04155730594669456,U5901,50.328225,3.397325
U5902,38400.5401763916,42817.08102840185,0.10314904112871745,U5902,50.62925,3.057256
U5903,29638.74299621582,30210.278008162975,0.01891856181504597,U5903,50.581494,3.044099
U5904,5411.8209854364395,5708.203007176518,0.05192212354176241,U5904,50.576013,3.053254
U5905,46478.2118396759,53662.86712265015,0.13388504320041683,U5905,50.6927049,3.1778470000000003
U5906,1561.2910020649433,1750.0460076630116,0.10785716762391247,U5906,50.562,3.000458
U5907,16379.977980852127,19829.73193155229,0.17396876380416676,U5907,50.736482,2.73559
U5909,29698.504890441895,38201.471845686436,0.22258218190105322,U5909,51.0343684,2.3767763
U5911,29213.59308166802,31081.150058940053,0.060086482441303914,U5911,50.280228,3.9674
U5913,84805.95987415314,109331.90026852116,0.2243255658607585,U5913,50.367874,3.080602
U5914,40255.9438816309,57316.91122817993,0.29766027130507666,U5914,50.124269,3.4101220000000003
U5915,12950.044054985046,13436.000025629997,0.036168202569065194,U5915,50.357113,3.518332
U5916,524.4550018310547,4365.556003570557,0.8798652447930787,U5916,50.173538,3.2366330000000003
U5917,23978.417211532593,25275.80197286606,0.05132912351213335,U5917,50.724993,3.16207
U5920,21.75,1862.3950020074844,0.988321489277755,U5920,50.296321999999996,4.100791
U6001,10727.687938213348,13808.948004245758,0.22313503281242222,U6001,49.319128000000006,2.319705
U6002,22099.056967258453,26630.874029241502,0.17017154814396918,U6002,49.25768720000001,2.4783912999999997
U6102,4819.769983291626,6103.4869792461395,0.2103251797406258,U6102,48.432856,0.091266
U6201,14790.23797750473,20273.430962324142,0.2704620147921336,U6201,50.750115,2.252208
U6202,97355.48761463165,193419.03465938568,0.49666025483956955,U6202,50.725231,1.613334
U6203,1579.508994564414,1580.9279952421784,0.0008975745144844769,U6203,50.46816,1.7682689999999999
U6204,20537.44990348816,26570.438138246536,0.227056407702749,U6204,50.42893,2.83183
U6205,238.9579991698265,832.9600005149841,0.7131218797756329,U6205,50.291002,2.777535
U6206,12650.72201538086,19906.42201423645,0.3644904138808341,U6206,50.417921,2.7752220000000003
U6207,4113.988031864166,6592.868997097015,0.3759942699186583,U6207,50.95129,1.858686
U6208,1013.2099976539612,2276.7049856185913,0.5549664958551196,U6208,50.483113,2.543206
U6209,1110.9399871826172,2839.5399906635284,0.6087605771232619,U6209,50.50765,2.46916
U6210,16407.381952285767,16626.664006218314,0.013188577928232437,U6210,50.531036,2.6392599999999997
